Code du département,Code du canton,Inscrits,Abstentions,Votants,Blancs et nuls,Exprimés,HOLLANDE,SARKOZY
16,24,6425,1094,5331,386,4945,2972,1973
16,25,7159,1114,6045,474,5571,3228,2343
16,26,8431,1497,6934,418,6516,4256,2260
16,27,9521,1735,7786,512,7274,3679,3595
16,28,5903,864,5039,324,4715,2598,2117
16,29,4435,671,3764,260,3504,2049,1455
16,30,18520,3381,15139,995,14144,8619,5525
16,31,14567,2489,12078,746,11332,7254,4078
16,32,10238,1981,8257,493,7764,4629,3135
16,33,12815,2542,10273,613,9660,5466,4194
16,34,9377,2415,6962,331,6631,4018,2613
16,35,14568,2221,12347,789,11558,6991,4567
17,1,9726,1549,8177,554,7623,4269,3354
17,2,5305,897,4408,310,4098,1891,2207
17,3,4406,595,3811,148,3663,1248,2415
17,4,5148,970,4178,289,3889,2002,1887
17,5,5310,866,4444,304,4140,2301,1839
17,6,8055,1383,6672,344,6328,2710,3618
17,7,9564,1551,8013,530,7483,4045,3438
17,8,9999,1680,8319,552,7767,3275,4492
17,9,9796,1592,8204,589,7615,3495,4120
17,10,17756,2691,15065,809,14256,8030,6226
17,11,8003,1503,6500,398,6102,3170,2932
17,12,3909,697,3212,234,2978,1672,1306
17,13,8919,1600,7319,501,6818,3705,3113
17,14,11317,2145,9172,564,8608,3945,4663
17,15,7293,1201,6092,410,5682,3042,2640
17,16,6018,1052,4966,391,4575,2216,2359
17,17,5107,809,4298,228,4070,2223,1847
17,18,7677,1417,6260,514,5746,3134,2612
17,19,4967,780,4187,322,3865,2207,1658
17,20,9476,1640,7836,594,7242,3661,3581
17,21,10906,1721,9185,541,8644,4373,4271
17,22,7155,1818,5337,319,5018,2954,2064
17,23,6476,1461,5015,243,4772,3047,1725
17,24,4998,1206,3792,202,3590,2441,1149
17,25,14936,2783,12153,701,11452,4825,6627
17,26,10586,1621,8965,628,8337,3872,4465
17,27,5954,999,4955,353,4602,2144,2458
17,28,3637,676,2961,213,2748,1499,1249
17,29,12779,2495,10284,679,9605,5226,4379
17,30,11170,1573,9597,469,9128,3562,5566
17,31,11047,1896,9151,571,8580,3818,4762
17,32,10229,1635,8594,609,7985,3804,4181
17,33,5539,1000,4539,286,4253,2242,2011
17,34,12709,2479,10230,586,9644,5409,4235
17,35,12548,2411,10137,628,9509,5277,4232
17,36,14561,2449,12112,825,11287,5281,6006
17,37,11303,1888,9415,579,8836,5032,3804
17,38,2655,446,2209,140,2069,1038,1031
17,39,10550,2021,8529,622,7907,4250,3657
17,40,11903,2039,9864,586,9278,3905,5373
17,41,5424,1425,3999,193,3806,2496,1310
17,42,8991,1671,7320,293,7027,3648,3379
17,43,17734,2930,14804,807,13997,5389,8608
17,44,14126,2109,12017,619,11398,6475,4923
17,45,10335,2234,8101,354,7747,4956,2791
17,46,14180,2410,11770,551,11219,6224,4995
17,47,7996,1843,6153,350,5803,3156,2647
17,48,7168,1242,5926,289,5637,3410,2227
17,49,11627,1976,9651,491,9160,5338,3822
17,50,14109,2202,11907,543,11364,6346,5018
17,51,10942,2039,8903,522,8381,4709,3672
18,1,9622,1673,7949,600,7349,4180,3169
18,2,4190,793,3397,248,3149,1267,1882
18,3,5313,976,4337,324,4013,1801,2212
18,4,7383,1130,6253,539,5714,2638,3076
18,5,6141,1884,4257,328,3929,2518,1411
18,6,2023,340,1683,146,1537,731,806
18,7,3155,523,2632,202,2430,1197,1233
18,8,10582,1957,8625,618,8007,4721,3286
18,9,4288,784,3504,244,3260,1731,1529
18,10,3597,637,2960,234,2726,1604,1122
18,11,2153,331,1822,152,1670,881,789
18,12,4921,948,3973,337,3636,1838,1798
18,13,2737,477,2260,161,2099,1098,1001
18,14,6982,1400,5582,421,5161,3003,2158
18,15,2800,484,2316,182,2134,1114,1020
18,16,4866,829,4037,287,3750,1846,1904
18,17,8427,1267,7160,475,6685,3616,3069
18,18,3147,517,2630,195,2435,1384,1051
18,19,4799,845,3954,321,3633,1874,1759
18,20,8495,1477,7018,529,6489,3541,2948
18,21,3485,666,2819,245,2574,1277,1297
18,22,12447,2602,9845,771,9074,5050,4024
18,23,10135,1559,8576,554,8022,4118,3904
18,24,5893,921,4972,341,4631,2501,2130
18,25,7567,1243,6324,410,5914,2436,3478
18,26,4186,773,3413,249,3164,1641,1523
18,27,2715,440,2275,184,2091,1116,975
18,28,2854,454,2400,150,2250,942,1308
18,29,10916,2773,8143,512,7631,5003,2628
18,30,14795,3166,11629,820,10809,6400,4409
18,31,7799,1907,5892,358,5534,2852,2682
18,32,14322,3471,10851,776,10075,5697,4378
18,33,10009,2528,7481,525,6956,3911,3045
18,34,6580,1880,4700,287,4413,2565,1848
18,35,11691,2130,9561,689,8872,4765,4107
19,1,5113,665,4448,220,4228,2901,1327
19,2,7045,779,6266,408,5858,3656,2202
19,3,3309,324,2985,142,2843,1810,1033
19,4,2996,336,2660,152,2508,1654,854
19,5,3854,597,3257,199,3058,1899,1159
19,6,7250,1440,5810,290,5520,3043,2477
19,7,1917,251,1666,95,1571,1030,541
19,8,2956,306,2650,173,2477,1586,891
19,9,8880,971,7909,464,7445,4720,2725
19,10,4933,619,4314,295,4019,2618,1401
19,11,2052,260,1792,128,1664,1108,556
19,12,4422,487,3935,222,3713,2463,1250
19,13,1540,162,1378,86,1292,845,447
19,14,9301,1084,8217,517,7700,4928,2772
19,15,5865,736,5129,280,4849,3028,1821
19,16,2304,317,1987,99,1888,1147,741
19,17,3765,501,3264,169,3095,1971,1124
19,18,4486,477,4009,247,3762,2347,1415
19,19,3097,389,2708,161,2547,1642,905
19,20,2880,289,2591,132,2459,1702,757
19,21,3011,305,2706,123,2583,1587,996
19,22,5832,651,5181,267,4914,3461,1453
19,23,1912,233,1679,78,1601,1066,535
19,24,4160,478,3682,198,3484,2177,1307
19,25,5593,842,4751,190,4561,3426,1135
19,26,4243,676,3567,144,3423,2618,805
19,27,4996,790,4206,266,3940,2428,1512
19,28,5427,759,4668,283,4385,2733,1652
19,29,3151,336,2815,135,2680,1793,887
19,30,9392,1664,7728,419,7309,4653,2656
19,31,5692,1381,4311,213,4098,2044,2054
19,32,7024,1542,5482,291,5191,3480,1711
19,33,7996,1438,6558,362,6196,3852,2344
19,34,11860,1384,10476,560,9916,6092,3824
19,35,6644,615,6029,297,5732,4316,1416
19,36,7278,724,6554,323,6231,4659,1572
19,37,4445,661,3784,258,3526,2281,1245
2A,1,6691,1429,5262,255,5007,1911,3096
2A,2,2910,692,2218,116,2102,976,1126
2A,6,7351,1997,5354,322,5032,2407,2625
2A,7,2433,492,1941,93,1848,700,1148
2A,22,3352,698,2654,127,2527,905,1622
2A,30,4212,1062,3150,200,2950,1332,1618
2A,34,1820,436,1384,101,1283,590,693
2A,35,2726,688,2038,97,1941,903,1038
2A,40,11205,2499,8706,473,8233,3056,5177
2A,48,7829,1709,6120,350,5770,1994,3776
2A,51,2413,618,1795,119,1676,677,999
2A,53,3082,684,2398,130,2268,1109,1159
2A,55,1788,434,1354,56,1298,541,757
2A,61,3229,846,2383,141,2242,893,1349
2A,62,1873,500,1373,60,1313,337,976
2A,63,2270,558,1712,76,1636,653,983
2A,64,4375,1079,3296,177,3119,1459,1660
2A,65,3276,890,2386,122,2264,1010,1254
2A,66,4482,1160,3322,193,3129,1448,1681
2A,70,3046,667,2379,143,2236,919,1317
2A,72,10217,3040,7177,475,6702,3135,3567
2A,73,11094,2497,8597,547,8050,3836,4214
2B,3,3208,647,2561,121,2440,1180,1260
2B,4,5442,1197,4245,217,4028,2013,2015
2B,5,3556,784,2772,158,2614,1219,1395
2B,8,11800,2573,9227,416,8811,2693,6118
2B,9,3633,675,2958,200,2758,1317,1441
2B,10,2891,795,2096,118,1978,991,987
2B,11,2984,714,2270,141,2129,947,1182
2B,12,4619,1037,3582,163,3419,912,2507
2B,14,2755,587,2168,117,2051,1137,914
2B,16,5388,1275,4113,209,3904,1841,2063
2B,17,3770,989,2781,183,2598,1254,1344
2B,19,3086,683,2403,95,2308,773,1535
2B,20,5116,1042,4074,157,3917,1837,2080
2B,24,3549,919,2630,127,2503,1110,1393
2B,25,3088,768,2320,159,2161,1218,943
2B,26,2670,631,2039,111,1928,904,1024
2B,29,4211,838,3373,182,3191,1284,1907
2B,37,1713,377,1336,54,1282,676,606
2B,39,3420,874,2546,124,2422,971,1451
2B,41,6036,1545,4491,226,4265,1748,2517
2B,42,2849,577,2272,146,2126,1033,1093
2B,45,5938,1188,4750,246,4504,2243,2261
2B,54,2302,581,1721,70,1651,802,849
2B,58,1948,414,1534,72,1462,980,482
2B,59,6018,1522,4496,253,4243,2244,1999
2B,60,1742,439,1303,52,1251,719,532
2B,67,1466,291,1175,84,1091,585,506
2B,68,1052,237,815,42,773,417,356
2B,69,4389,1280,3109,221,2888,1572,1316
2B,71,8002,1992,6010,384,5626,2737,2889
21,1,1322,196,1126,78,1048,338,710
21,2,4069,728,3341,240,3101,1352,1749
21,3,10112,2089,8023,570,7453,3271,4182
21,4,1283,198,1085,58,1027,398,629
21,5,11370,2033,9337,522,8815,3491,5324
21,6,15673,2815,12858,732,12126,5063,7063
21,7,2429,400,2029,135,1894,936,958
21,8,7823,1551,6272,448,5824,2638,3186
21,9,18807,2835,15972,785,15187,7041,8146
21,10,24700,4063,20637,1158,19479,10480,8999
21,11,11410,1964,9446,465,8981,5302,3679
21,12,10352,2255,8097,436,7661,4724,2937
21,13,2299,385,1914,174,1740,705,1035
21,14,16355,2554,13801,887,12914,6161,6753
21,15,11698,1521,10177,598,9579,4354,5225
21,16,960,135,825,62,763,321,442
21,17,9606,1521,8085,455,7630,3506,4124
21,18,2654,412,2242,189,2053,883,1170
21,19,2161,356,1805,119,1686,831,855
21,20,6576,873,5703,354,5349,2340,3009
21,21,8137,1444,6693,500,6193,3314,2879
21,22,2074,326,1748,101,1647,655,992
21,23,4940,891,4049,298,3751,1701,2050
21,24,11255,1738,9517,625,8892,4251,4641
21,25,5881,982,4899,340,4559,2120,2439
21,26,4290,657,3633,221,3412,1427,1985
21,27,2353,341,2012,152,1860,920,940
21,28,1738,288,1450,96,1354,516,838
21,29,8077,1549,6528,473,6055,2652,3403
21,30,2510,327,2183,133,2050,824,1226
21,31,4610,813,3797,228,3569,1658,1911
21,32,2930,497,2433,157,2276,1162,1114
21,33,7051,1070,5981,402,5579,2885,2694
21,34,6964,1212,5752,406,5346,2453,2893
21,35,5298,732,4566,291,4275,2169,2106
21,36,5888,921,4967,346,4621,2564,2057
21,37,2795,444,2351,166,2185,987,1198
21,38,17705,3227,14478,896,13582,7327,6255
21,39,16441,2730,13711,730,12981,7115,5866
21,40,14004,2140,11864,517,11347,5459,5888
21,41,13382,2246,11136,528,10608,5644,4964
21,42,11035,2057,8978,485,8493,4505,3988
21,43,23788,3344,20444,896,19548,8493,11055
22,1,6838,1020,5818,324,5494,3914,1580
22,2,4589,576,4013,244,3769,2631,1138
22,3,3527,513,3014,188,2826,1759,1067
22,4,6641,837,5804,334,5470,2999,2471
22,5,4711,656,4055,172,3883,2563,1320
22,6,4860,621,4239,220,4019,2137,1882
22,7,6632,722,5910,355,5555,3162,2393
22,8,6306,828,5478,350,5128,2720,2408
22,9,3264,466,2798,145,2653,1599,1054
22,10,2292,225,2067,133,1934,1054,880
22,11,12313,1725,10588,585,10003,5386,4617
22,12,19705,2946,16759,963,15796,9494,6302
22,13,11977,1675,10302,540,9762,4858,4904
22,14,4831,627,4204,238,3966,2294,1672
22,15,2633,327,2306,96,2210,1415,795
22,16,16184,2481,13703,735,12968,8646,4322
22,17,6157,796,5361,322,5039,3116,1923
22,18,16480,2023,14457,758,13699,7766,5933
22,19,19594,2697,16897,830,16067,11070,4997
22,20,6689,823,5866,357,5509,3329,2180
22,21,6951,982,5969,304,5665,3174,2491
22,22,11632,1861,9771,595,9176,4975,4201
22,23,4075,500,3575,195,3380,2264,1116
22,24,11576,1427,10149,475,9674,4949,4725
22,25,5881,780,5101,275,4826,2615,2211
22,26,9633,1141,8492,498,7994,4497,3497
22,27,2635,257,2378,135,2243,1196,1047
22,28,15420,2491,12929,660,12269,6732,5537
22,29,22751,3179,19572,883,18689,11042,7647
22,30,9940,1391,8549,469,8080,4575,3505
22,31,4218,450,3768,194,3574,2192,1382
22,32,11286,1336,9950,523,9427,4440,4987
22,33,8210,1030,7180,375,6805,4435,2370
22,34,7271,888,6383,366,6017,3542,2475
22,35,5269,641,4628,321,4307,2601,1706
22,36,7611,955,6656,359,6297,4200,2097
22,37,8366,960,7406,392,7014,3702,3312
22,38,5069,597,4472,213,4259,2028,2231
22,39,5837,861,4976,271,4705,2627,2078
22,40,5020,608,4412,212,4200,2664,1536
22,41,6874,801,6073,336,5737,3286,2451
22,42,4892,726,4166,218,3948,2498,1450
22,43,6278,841,5437,313,5124,3429,1695
22,44,9365,2108,7257,322,6935,4260,2675
22,45,10319,2342,7977,396,7581,4817,2764
22,46,2967,396,2571,114,2457,1540,917
22,47,9891,1290,8601,403,8198,4878,3320
22,48,2819,279,2540,167,2373,1202,1171
22,49,18319,2477,15842,882,14960,8987,5973
22,50,16274,1751,14523,757,13766,8036,5730
22,51,16723,2224,14499,885,13614,8818,4796
22,52,11419,2386,9033,438,8595,5496,3099
23,1,3520,560,2960,200,2760,1609,1151
23,2,5065,898,4167,292,3875,2342,1533
23,3,2938,493,2445,165,2280,1250,1030
23,4,2263,366,1897,145,1752,1107,645
23,5,2786,437,2349,154,2195,1334,861
23,6,4231,700,3531,290,3241,2031,1210
23,7,4348,732,3616,278,3338,2138,1200
23,8,4367,819,3548,263,3285,2011,1274
23,9,2975,419,2556,159,2397,1337,1060
23,10,3144,523,2621,181,2440,1453,987
23,11,3316,579,2737,209,2528,1343,1185
23,12,1470,223,1247,78,1169,732,437
23,13,2739,535,2204,151,2053,1123,930
23,14,5506,1004,4502,293,4209,2337,1872
23,15,2428,367,2061,156,1905,1071,834
23,16,3297,504,2793,188,2605,1449,1156
23,17,1274,194,1080,81,999,691,308
23,18,3211,568,2643,183,2460,1562,898
23,19,6236,1098,5138,354,4784,3059,1725
23,20,2859,401,2458,179,2279,1266,1013
23,21,2391,389,2002,157,1845,1154,691
23,22,1577,269,1308,100,1208,774,434
23,23,1770,255,1515,93,1422,886,536
23,24,5583,853,4730,288,4442,2894,1548
23,25,8546,1535,7011,452,6559,4158,2401
23,26,5553,784,4769,267,4502,2961,1541
23,27,3464,636,2828,184,2644,1798,846
24,1,2764,355,2409,186,2223,1195,1028
24,2,3253,496,2757,151,2606,1614,992
24,3,15351,3107,12244,802,11442,6261,5181
24,4,5918,809,5109,369,4740,2788,1952
24,5,3770,468,3302,203,3099,1656,1443
24,6,2851,345,2506,163,2343,1393,950
24,7,3014,393,2621,178,2443,1404,1039
24,8,4324,528,3796,268,3528,2258,1270
24,9,2573,318,2255,127,2128,1335,793
24,10,5231,632,4599,246,4353,2516,1837
24,11,4224,497,3727,256,3471,2152,1319
24,12,3193,464,2729,168,2561,1243,1318
24,13,3290,348,2942,158,2784,1633,1151
24,14,3498,493,3005,211,2794,1418,1376
24,15,3838,526,3312,224,3088,1859,1229
24,16,9426,1408,8018,650,7368,4166,3202
24,17,6498,861,5637,433,5204,3139,2065
24,18,4357,522,3835,290,3545,2136,1409
24,19,2641,364,2277,145,2132,1177,955
24,20,1733,234,1499,112,1387,826,561
24,21,3878,456,3422,185,3237,1985,1252
24,22,7182,952,6230,321,5909,3671,2238
24,23,8312,1288,7024,548,6476,3587,2889
24,24,7330,1054,6276,430,5846,3555,2291
24,25,5899,726,5173,356,4817,3079,1738
24,26,6874,908,5966,447,5519,3125,2394
24,27,10977,1955,9022,432,8590,4860,3730
24,28,6441,855,5586,385,5201,3063,2138
24,29,2014,228,1786,121,1665,924,741
24,30,14761,2021,12740,889,11851,7568,4283
24,31,5209,915,4294,321,3973,2204,1769
24,32,5716,800,4916,327,4589,2846,1743
24,33,3701,545,3156,225,2931,1705,1226
24,34,15388,1995,13393,820,12573,8001,4572
24,35,3250,367,2883,206,2677,1438,1239
24,36,12416,1598,10818,627,10191,6083,4108
24,37,7333,793,6540,381,6159,3878,2281
24,38,7324,1071,6253,439,5814,2933,2881
24,39,10759,1446,9313,587,8726,5774,2952
24,40,3498,466,3032,198,2834,1669,1165
24,41,5758,746,5012,282,4730,2821,1909
24,42,7703,1178,6525,452,6073,3120,2953
24,43,4781,595,4186,277,3909,2154,1755
24,44,3446,429,3017,250,2767,1559,1208
24,45,4364,535,3829,260,3569,2008,1561
24,46,3733,582,3151,221,2930,1633,1297
24,47,1829,204,1625,103,1522,875,647
24,48,12495,1981,10514,779,9735,5443,4292
24,49,12557,1672,10885,635,10250,6456,3794
24,50,15108,2399,12709,720,11989,7825,4164
25,1,3086,323,2763,171,2592,1001,1591
25,2,20598,2507,18091,1144,16947,8219,8728
25,3,12596,2945,9651,715,8936,5018,3918
25,4,6997,1169,5828,415,5413,2483,2930
25,5,14812,3140,11672,620,11052,6364,4688
25,6,14415,2259,12156,605,11551,6267,5284
25,7,13498,1757,11741,739,11002,5321,5681
25,8,4576,658,3918,282,3636,1467,2169
25,9,12231,2161,10070,768,9302,4299,5003
25,10,8619,1197,7422,693,6729,3374,3355
25,11,6306,790,5516,341,5175,1840,3335
25,12,10431,1570,8861,532,8329,3200,5129
25,13,15287,1969,13318,879,12439,6036,6403
25,14,14932,3423,11509,732,10777,6114,4663
25,15,5123,590,4533,241,4292,1386,2906
25,16,13529,2130,11399,654,10745,4191,6554
25,17,6458,889,5569,291,5278,1827,3451
25,18,8563,1086,7477,522,6955,3160,3795
25,19,5763,689,5074,286,4788,1325,3463
25,20,23210,4009,19201,1127,18074,7474,10600
25,21,11131,1672,9459,861,8598,4109,4489
25,22,6872,914,5958,423,5535,2642,2893
25,23,3263,438,2825,220,2605,1250,1355
25,24,6591,796,5795,381,5414,2542,2872
25,25,5095,556,4539,248,4291,1490,2801
25,26,3539,500,3039,244,2795,1108,1687
25,27,8696,1136,7560,468,7092,2380,4712
25,28,16565,3266,13299,600,12699,6990,5709
25,29,13062,2719,10343,487,9856,5910,3946
25,30,13076,2258,10818,867,9951,5008,4943
25,31,8979,1825,7154,486,6668,3644,3024
25,32,8708,1938,6770,332,6438,3608,2830
25,33,10168,2944,7224,357,6867,4687,2180
25,34,9750,1568,8182,688,7494,3609,3885
25,35,12659,2337,10322,783,9539,5232,4307
26,1,1085,158,927,64,863,521,342
26,2,22682,3688,18994,1232,17762,7711,10051
26,3,4693,722,3971,246,3725,2070,1655
26,4,17123,2397,14726,860,13866,6348,7518
26,5,1710,233,1477,104,1373,695,678
26,6,1868,283,1585,105,1480,894,586
26,7,13057,2006,11051,718,10333,5658,4675
26,8,6801,1019,5782,422,5360,2890,2470
26,9,5050,793,4257,251,4006,2547,1459
26,10,6324,908,5416,333,5083,2980,2103
26,11,7875,1364,6511,534,5977,2761,3216
26,12,6359,841,5518,430,5088,2361,2727
26,13,12965,2523,10442,754,9688,4690,4998
26,14,1595,207,1388,89,1299,851,448
26,15,9842,1367,8475,628,7847,3656,4191
26,16,14527,3171,11356,699,10657,5316,5341
26,17,917,140,777,44,733,428,305
26,18,10422,1830,8592,567,8025,4101,3924
26,19,14271,2627,11644,840,10804,4654,6150
26,20,1251,187,1064,72,992,547,445
26,21,20804,3944,16860,966,15894,7891,8003
26,22,1927,268,1659,87,1572,996,576
26,23,6450,1012,5438,369,5069,2292,2777
26,24,5408,806,4602,272,4330,2096,2234
26,25,14926,2151,12775,816,11959,4954,7005
26,26,18964,3139,15825,1124,14701,7596,7105
26,27,1949,275,1674,110,1564,836,728
26,28,16180,2368,13812,864,12948,5703,7245
26,29,10274,2226,8048,353,7695,3817,3878
26,30,9925,1819,8106,463,7643,3797,3846
26,31,9755,2153,7602,403,7199,4163,3036
26,32,17692,3063,14629,827,13802,6938,6864
26,33,19867,3450,16417,1119,15298,6981,8317
26,34,16376,2611,13765,855,12910,6520,6390
26,35,13203,2553,10650,625,10025,4799,5226
26,36,8997,1828,7169,344,6825,3901,2924
27,1,11661,1645,10016,732,9284,4558,4726
27,2,13486,2447,11039,785,10254,4769,5485
27,3,3928,712,3216,221,2995,1182,1813
27,4,9647,1536,8111,619,7492,3544,3948
27,5,6628,1132,5496,319,5177,2463,2714
27,6,8881,1543,7338,462,6876,3091,3785
27,7,10530,1551,8979,646,8333,4297,4036
27,8,6750,1106,5644,385,5259,2272,2987
27,9,8519,1589,6930,464,6466,3314,3152
27,10,5016,846,4170,255,3915,1569,2346
27,11,12342,2022,10320,749,9571,4519,5052
27,12,4033,637,3396,257,3139,1218,1921
27,13,5839,944,4895,297,4598,1751,2847
27,14,10867,1914,8953,608,8345,3347,4998
27,15,8135,1531,6604,503,6101,2832,3269
27,16,18263,3088,15175,941,14234,6894,7340
27,17,11025,2725,8300,416,7884,4502,3382
27,18,13213,2333,10880,742,10138,5407,4731
27,19,7363,1557,5806,377,5429,2991,2438
27,20,13793,2875,10918,749,10169,4912,5257
27,21,9942,2303,7639,431,7208,3752,3456
27,22,3650,540,3110,255,2855,1226,1629
27,23,5834,954,4880,301,4579,2460,2119
27,24,9095,1634,7461,547,6914,2940,3974
27,25,8571,1583,6988,468,6520,2741,3779
27,26,12240,2069,10171,617,9554,3607,5947
27,27,13894,2881,11013,706,10307,5554,4753
27,28,10934,1719,9215,600,8615,4733,3882
27,29,4681,746,3935,283,3652,1737,1915
27,30,11716,1801,9915,640,9275,4500,4775
27,31,5858,1156,4702,311,4391,1877,2514
27,32,19144,3810,15334,1094,14240,5951,8289
27,33,3780,563,3217,203,3014,1409,1605
27,34,5509,873,4636,281,4355,1692,2663
27,35,8723,1805,6918,423,6495,2730,3765
27,36,12055,2340,9715,504,9211,4131,5080
27,37,13022,2883,10139,586,9553,4810,4743
27,38,13239,2395,10844,612,10232,5147,5085
27,39,12164,2489,9675,577,9098,4469,4629
27,40,11989,2537,9452,473,8979,4412,4567
27,41,7778,1429,6349,378,5971,3156,2815
27,42,11068,1820,9248,664,8584,3433,5151
27,43,13000,3470,9530,515,9015,5428,3587
28,1,14173,2365,11808,726,11082,4389,6693
28,2,10942,1923,9019,637,8382,3701,4681
28,3,4686,803,3883,247,3636,1209,2427
28,4,8324,1264,7060,505,6555,3013,3542
28,5,9748,1983,7765,520,7245,3206,4039
28,6,7288,1272,6016,445,5571,2187,3384
28,7,14061,2446,11615,621,10994,5344,5650
28,9,15681,2984,12697,830,11867,5660,6207
28,10,7472,1333,6139,436,5703,2241,3462
28,11,7463,1314,6149,469,5680,2419,3261
28,12,10214,1608,8606,512,8094,3757,4337
28,13,12745,2907,9838,448,9390,5068,4322
28,14,1803,285,1518,85,1433,493,940
28,15,7835,1363,6472,463,6009,2753,3256
28,16,6692,1179,5513,337,5176,2029,3147
28,17,7431,1305,6126,401,5725,2494,3231
28,18,22710,3995,18715,1196,17519,8493,9026
28,19,12444,2088,10356,590,9766,4084,5682
28,20,10605,1705,8900,579,8321,3828,4493
28,21,3993,558,3435,203,3232,1173,2059
28,22,4408,835,3573,226,3347,1344,2003
28,23,4349,714,3635,229,3406,1390,2016
28,24,6852,1087,5765,402,5363,2343,3020
28,25,15698,3357,12341,678,11663,5979,5684
28,26,22422,4004,18418,983,17435,7872,9563
28,27,8766,2166,6600,371,6229,3384,2845
28,28,12839,2887,9952,494,9458,5560,3898
28,29,12336,3004,9332,607,8725,4765,3960
28,30,13782,3017,10765,643,10122,5498,4624
29,1,4524,553,3971,243,3728,2218,1510
29,2,8048,1178,6870,438,6432,4021,2411
29,3,12993,1956,11037,463,10574,6249,4325
29,4,8982,2172,6810,371,6439,4146,2293
29,5,11277,2275,9002,351,8651,4909,3742
29,6,7922,989,6933,406,6527,3951,2576
29,7,12028,1842,10186,526,9660,6367,3293
29,8,14212,1967,12245,727,11518,6428,5090
29,9,10208,1599,8609,508,8101,4858,3243
29,10,22691,4316,18375,987,17388,9809,7579
29,11,14132,2302,11830,611,11219,5625,5594
29,12,21608,2778,18830,844,17986,10895,7091
29,13,19043,3359,15684,791,14893,8840,6053
29,14,5409,830,4579,261,4318,2727,1591
29,15,22764,2818,19946,1001,18945,9464,9481
29,16,4135,640,3495,164,3331,2415,916
29,17,19929,2859,17070,800,16270,9896,6374
29,18,13225,1946,11279,646,10633,5766,4867
29,19,10286,1362,8924,449,8475,5661,2814
29,20,14006,1921,12085,547,11538,6010,5528
29,21,18011,2520,15491,837,14654,7618,7036
29,22,18411,3040,15371,610,14761,10081,4680
29,23,926,162,764,30,734,442,292
29,24,15097,1602,13495,707,12788,6909,5879
29,25,6644,1000,5644,314,5330,3024,2306
29,26,15428,2020,13408,782,12626,7782,4844
29,27,14102,1624,12478,608,11870,5934,5936
29,28,3544,440,3104,169,2935,1735,1200
29,29,7109,1060,6049,255,5794,2634,3160
29,30,8468,1037,7431,365,7066,4896,2170
29,31,7719,1063,6656,317,6339,2934,3405
29,32,14308,2258,12050,766,11284,6128,5156
29,33,13994,2293,11701,695,11006,6290,4716
29,34,15431,2303,13128,683,12445,7287,5158
29,35,18649,2818,15831,762,15069,9227,5842
29,36,17441,2768,14673,868,13805,8632,5173
29,37,10952,1594,9358,544,8814,5703,3111
29,38,15773,2474,13299,631,12668,6688,5980
29,39,25688,3466,22222,1057,21165,11517,9648
29,40,5898,787,5111,236,4875,3240,1635
29,41,6340,872,5468,364,5104,3279,1825
29,42,3352,520,2832,137,2695,1636,1059
29,43,8660,1133,7527,340,7187,3808,3379
29,44,14072,2097,11975,579,11396,6984,4412
29,45,7983,1972,6011,335,5676,3831,1845
29,46,11644,1872,9772,446,9326,5554,3772
29,47,9335,2129,7206,391,6815,4533,2282
29,48,20127,2682,17445,905,16540,10692,5848
29,49,15844,2312,13532,770,12762,7374,5388
29,50,9586,2381,7205,354,6851,4636,2215
29,51,18773,2546,16227,693,15534,9293,6241
29,52,16359,2448,13911,683,13228,8303,4925
29,53,14084,2883,11201,564,10637,6718,3919
29,54,9329,2039,7290,424,6866,4192,2674
30,1,16808,2599,14209,948,13261,5333,7928
30,2,15505,2822,12683,940,11743,7029,4714
30,3,18925,3675,15250,1015,14235,8137,6098
30,4,1040,149,891,55,836,531,305
30,5,9420,1346,8074,541,7533,3827,3706
30,6,11939,1951,9988,737,9251,4184,5067
30,7,25841,4938,20903,1451,19452,9196,10256
30,8,3273,407,2866,210,2656,1425,1231
30,9,20062,3614,16448,1242,15206,6728,8478
30,10,4363,903,3460,249,3211,1945,1266
30,11,3391,505,2886,224,2662,1714,948
30,12,7975,1545,6430,498,5932,3866,2066
30,13,2636,347,2289,135,2154,1463,691
30,14,5388,778,4610,335,4275,2130,2145
30,15,3638,538,3100,217,2883,1549,1334
30,16,22952,3982,18970,1383,17587,7176,10411
30,17,21161,3690,17471,809,16662,7553,9109
30,18,18469,3624,14845,735,14110,7248,6862
30,19,14891,3304,11587,678,10909,6153,4756
30,20,14739,2435,12304,958,11346,5371,5975
30,21,4919,708,4211,295,3916,2182,1734
30,22,7275,995,6280,489,5791,2648,3143
30,23,16894,2571,14323,1050,13273,6284,6989
30,24,11226,2028,9198,789,8409,4872,3537
30,25,1111,163,948,72,876,581,295
30,26,10909,1570,9339,685,8654,4086,4568
30,27,11633,2171,9462,597,8865,3468,5397
30,28,3923,620,3303,230,3073,1748,1325
30,29,2867,469,2398,143,2255,1387,868
30,30,12207,1696,10511,698,9813,4570,5243
30,31,2968,447,2521,170,2351,1376,975
30,32,20944,3087,17857,1072,16785,8017,8768
30,33,2473,374,2099,141,1958,1220,738
30,34,1102,166,936,68,868,441,427
30,35,15756,2717,13039,780,12259,6058,6201
30,36,1795,269,1526,130,1396,789,607
30,37,15085,2448,12637,964,11673,5305,6368
30,38,6877,943,5934,458,5476,2687,2789
30,39,6878,1136,5742,421,5321,3316,2005
