Code du département,Code du canton,Inscrits,Abstentions,Votants,Blancs et nuls,Exprimés,HOLLANDE,SARKOZY
44,43,16858,2393,14465,878,13587,8273,5314
44,44,13307,1798,11509,685,10824,5232,5592
44,45,6550,970,5580,342,5238,2573,2665
44,46,23280,2721,20559,997,19562,10657,8905
44,47,17336,3001,14335,938,13397,9353,4044
44,48,17551,3224,14327,625,13702,8713,4989
44,49,20534,3762,16772,743,16029,10692,5337
44,50,26307,4199,22108,955,21153,13261,7892
44,51,22386,3983,18403,924,17479,12059,5420
44,52,16949,3866,13083,636,12447,7996,4451
44,53,15188,2768,12420,566,11854,7561,4293
44,54,25128,3906,21222,1083,20139,10706,9433
44,55,17437,3315,14122,684,13438,8784,4654
44,56,17649,3352,14297,738,13559,8831,4728
44,57,24320,3993,20327,908,19419,7150,12269
44,58,11396,2585,8811,366,8445,5536,2909
44,59,17129,2036,15093,702,14391,7674,6717
45,1,6464,986,5478,411,5067,1968,3099
45,2,12229,2232,9997,642,9355,4440,4915
45,3,7561,1274,6287,500,5787,2264,3523
45,4,5033,819,4214,274,3940,1403,2537
45,5,8568,1621,6947,498,6449,2939,3510
45,6,14986,2429,12557,832,11725,5044,6681
45,7,7760,1291,6469,440,6029,2247,3782
45,8,7737,1394,6343,422,5921,2313,3608
45,9,5670,1022,4648,373,4275,1980,2295
45,10,5939,794,5145,351,4794,2219,2575
45,11,7467,1318,6149,432,5717,2057,3660
45,12,11724,2159,9565,731,8834,3521,5313
45,13,10539,1499,9040,555,8485,3746,4739
45,14,17237,3355,13882,1048,12834,5472,7362
45,15,13466,1996,11470,728,10742,4971,5771
45,16,6881,1025,5856,411,5445,2019,3426
45,17,7805,1683,6122,456,5666,2431,3235
45,18,13977,2511,11466,697,10769,4611,6158
45,19,8880,2631,6249,375,5874,2828,3046
45,20,10980,1684,9296,622,8674,3878,4796
45,21,9534,1857,7677,355,7322,3696,3626
45,22,10324,1857,8467,365,8102,3948,4154
45,23,10959,2109,8850,463,8387,4259,4128
45,24,9261,2047,7214,380,6834,4178,2656
45,25,12616,2296,10320,552,9768,4989,4779
45,26,6282,997,5285,396,4889,1880,3009
45,27,7207,1146,6061,475,5586,2275,3311
45,28,4415,650,3765,310,3455,1270,2185
45,29,15825,3058,12767,892,11875,5167,6708
45,30,5106,962,4144,330,3814,1575,2239
45,31,8374,1505,6869,454,6415,2529,3886
45,32,17161,3262,13899,965,12934,5148,7786
45,33,14267,3069,11198,838,10360,5520,4840
45,34,14076,2936,11140,674,10466,5948,4518
45,35,20281,3090,17191,830,16361,7033,9328
45,36,14939,2712,12227,699,11528,5971,5557
45,37,9753,2100,7653,444,7209,4142,3067
45,38,13561,1900,11661,677,10984,5021,5963
45,39,26015,4795,21220,1279,19941,10152,9789
45,40,13856,1944,11912,669,11243,5011,6232
45,41,8255,1847,6408,303,6105,4226,1879
46,1,6720,753,5967,373,5594,3633,1961
46,2,5434,882,4552,268,4284,2783,1501
46,3,8063,1246,6817,412,6405,4092,2313
46,4,2654,288,2366,131,2235,1310,925
46,5,3322,417,2905,198,2707,1495,1212
46,6,4270,472,3798,217,3581,2296,1285
46,7,2181,265,1916,109,1807,1061,746
46,8,6734,1116,5618,369,5249,3230,2019
46,9,7875,1121,6754,421,6333,4130,2203
46,10,6433,856,5577,337,5240,3201,2039
46,11,5885,754,5131,331,4800,2816,1984
46,12,1808,186,1622,97,1525,824,701
46,13,5221,648,4573,289,4284,2826,1458
46,14,4674,485,4189,254,3935,2358,1577
46,15,2199,301,1898,153,1745,1082,663
46,16,1416,178,1238,81,1157,693,464
46,17,2819,298,2521,152,2369,1446,923
46,18,3337,431,2906,179,2727,1820,907
46,19,5397,636,4761,267,4494,2783,1711
46,20,4485,544,3941,267,3674,2181,1493
46,21,2983,419,2564,150,2414,1324,1090
46,22,2097,269,1828,123,1705,1075,630
46,23,7199,1081,6118,445,5673,3274,2399
46,24,6219,776,5443,308,5135,3172,1963
46,25,2073,283,1790,100,1690,1081,609
46,26,1878,224,1654,123,1531,908,623
46,27,2158,355,1803,128,1675,1021,654
46,28,5988,808,5180,319,4861,2952,1909
46,29,3675,476,3199,193,3006,1858,1148
46,30,1235,161,1074,69,1005,669,336
46,31,8779,1362,7417,414,7003,4587,2416
47,1,8637,1557,7080,377,6703,3668,3035
47,2,7346,1186,6160,428,5732,3244,2488
47,3,6555,973,5582,427,5155,2568,2587
47,4,2011,242,1769,138,1631,819,812
47,5,2353,289,2064,162,1902,1023,879
47,6,4497,542,3955,268,3687,1835,1852
47,7,5193,918,4275,297,3978,2151,1827
47,8,2691,388,2303,159,2144,1051,1093
47,9,2567,348,2219,161,2058,996,1062
47,10,3924,599,3325,233,3092,1537,1555
47,11,3572,481,3091,224,2867,1219,1648
47,12,2303,329,1974,157,1817,766,1051
47,13,8083,1256,6827,473,6354,3789,2565
47,14,1328,177,1151,56,1095,648,447
47,15,9191,1125,8066,537,7529,3595,3934
47,16,3365,405,2960,187,2773,1423,1350
47,17,6971,999,5972,480,5492,2837,2655
47,18,6587,1021,5566,401,5165,2621,2544
47,19,11450,2143,9307,691,8616,4287,4329
47,20,4763,578,4185,311,3874,2078,1796
47,21,3823,504,3319,264,3055,1604,1451
47,22,3059,419,2640,183,2457,1242,1215
47,23,3149,424,2725,178,2547,1222,1325
47,24,4729,580,4149,299,3850,2069,1781
47,25,7597,1189,6408,486,5922,3061,2861
47,26,6063,870,5193,369,4824,2310,2514
47,27,6487,1125,5362,363,4999,2474,2525
47,28,3495,449,3046,209,2837,1339,1498
47,29,5819,817,5002,360,4642,2258,2384
47,30,6096,1089,5007,345,4662,2350,2312
47,31,4743,550,4193,357,3836,1858,1978
47,32,10029,1838,8191,662,7529,3970,3559
47,33,5069,745,4324,284,4040,2330,1710
47,34,11942,2348,9594,558,9036,4558,4478
47,35,2886,383,2503,206,2297,1214,1083
47,36,10740,1671,9069,609,8460,4378,4082
47,37,8973,1755,7218,498,6720,3431,3289
47,38,10349,1976,8373,570,7803,4075,3728
47,39,12414,2250,10164,670,9494,4885,4609
47,40,9849,1515,8334,579,7755,3983,3772
48,1,1994,257,1737,126,1611,523,1088
48,2,1189,158,1031,50,981,691,290
48,3,1719,235,1484,110,1374,672,702
48,4,2561,311,2250,164,2086,898,1188
48,5,2055,246,1809,129,1680,917,763
48,6,1313,209,1104,82,1022,429,593
48,7,3047,415,2632,149,2483,1641,842
48,8,1242,158,1084,100,984,289,695
48,9,1489,227,1262,93,1169,582,587
48,10,3662,624,3038,228,2810,1376,1434
48,11,2096,264,1832,147,1685,661,1024
48,12,5622,810,4812,378,4434,2180,2254
48,13,839,76,763,49,714,300,414
48,14,6720,932,5788,355,5433,2858,2575
48,15,1226,152,1074,70,1004,529,475
48,16,1031,117,914,59,855,196,659
48,17,1267,222,1045,54,991,719,272
48,18,1819,312,1507,73,1434,613,821
48,19,1842,203,1639,138,1501,549,952
48,20,4954,651,4303,267,4036,1832,2204
48,21,1177,167,1010,67,943,492,451
48,22,2623,386,2237,138,2099,1456,643
48,23,2485,272,2213,154,2059,992,1067
48,24,1538,246,1292,76,1216,604,612
48,25,4375,728,3647,224,3423,1992,1431
49,1,20917,3885,17032,906,16126,9016,7110
49,2,19803,3510,16293,882,15411,8682,6729
49,3,19958,3561,16397,662,15735,7514,8221
49,4,8365,1252,7113,408,6705,3192,3513
49,5,13754,2090,11664,757,10907,5599,5308
49,6,21070,3252,17818,1177,16641,6819,9822
49,7,5400,787,4613,261,4352,1580,2772
49,8,9186,1336,7850,465,7385,3797,3588
49,9,11357,1584,9773,707,9066,3991,5075
49,10,8835,1227,7608,469,7139,3094,4045
49,11,12139,1868,10271,605,9666,3763,5903
49,12,18875,2895,15980,962,15018,7161,7857
49,13,10664,1900,8764,561,8203,3498,4705
49,14,7481,1169,6312,373,5939,2508,3431
49,15,5574,749,4825,282,4543,2232,2311
49,16,9267,1423,7844,411,7433,3503,3930
49,17,9450,1658,7792,533,7259,3167,4092
49,18,7330,921,6409,419,5990,2807,3183
49,19,18487,2806,15681,1038,14643,6415,8228
49,20,9302,1689,7613,554,7059,3336,3723
49,21,11671,1636,10035,728,9307,3608,5699
49,22,4401,699,3702,222,3480,1531,1949
49,23,30244,4248,25996,1341,24655,13156,11499
49,24,7595,1180,6415,342,6073,2729,3344
49,25,13394,1671,11723,858,10865,4603,6262
49,26,12528,1594,10934,680,10254,5292,4962
49,27,8570,1437,7133,468,6665,2737,3928
49,28,7810,1408,6402,393,6009,2829,3180
49,29,21570,3996,17574,1011,16563,7343,9220
49,30,12553,2106,10447,644,9803,4592,5211
49,31,8612,1269,7343,454,6889,3511,3378
49,32,15177,2025,13152,824,12328,5677,6651
49,33,11339,1623,9716,613,9103,4454,4649
49,34,11216,1719,9497,583,8914,3317,5597
49,35,18214,3190,15024,816,14208,7253,6955
49,36,21223,3580,17643,1042,16601,10063,6538
49,37,14626,2973,11653,596,11057,6566,4491
49,38,22446,3903,18543,926,17617,10388,7229
49,39,18042,2715,15327,811,14516,7895,6621
49,40,19691,3536,16155,896,15259,8015,7244
49,41,15055,2603,12452,583,11869,6378,5491
50,1,14865,2420,12445,715,11730,5873,5857
50,2,2329,359,1970,121,1849,750,1099
50,3,6358,1025,5333,313,5020,2237,2783
50,4,9096,1214,7882,449,7433,4264,3169
50,5,4668,694,3974,251,3723,1548,2175
50,6,9242,1448,7794,502,7292,3425,3867
50,7,8606,1545,7061,453,6608,3448,3160
50,8,5223,710,4513,277,4236,2082,2154
50,9,9098,1665,7433,393,7040,3536,3504
50,10,4072,677,3395,236,3159,1400,1759
50,11,7475,1616,5859,264,5595,2998,2597
50,12,8406,1475,6931,351,6580,3657,2923
50,13,5659,834,4825,354,4471,2055,2416
50,14,4114,633,3481,234,3247,1297,1950
50,15,19415,3493,15922,802,15120,7683,7437
50,16,6335,995,5340,315,5025,2383,2642
50,17,5421,760,4661,312,4349,2029,2320
50,18,2358,236,2122,142,1980,804,1176
50,19,1849,342,1507,101,1406,502,904
50,20,7836,1316,6520,359,6161,2755,3406
50,21,5601,860,4741,301,4440,2192,2248
50,22,5200,823,4377,228,4149,2065,2084
50,23,7122,1077,6045,367,5678,2733,2945
50,24,4589,668,3921,270,3651,1530,2121
50,25,12506,2499,10007,572,9435,5799,3636
50,26,3931,683,3248,250,2998,1108,1890
50,27,4590,804,3786,225,3561,1587,1974
50,28,10079,1659,8420,512,7908,4256,3652
50,29,5014,746,4268,265,4003,1723,2280
50,30,7504,1434,6070,312,5758,2231,3527
50,31,5853,880,4973,288,4685,2332,2353
50,32,8872,1278,7594,442,7152,2681,4471
50,33,5219,794,4425,291,4134,1765,2369
50,34,4994,828,4166,260,3906,1903,2003
50,35,10093,1977,8116,417,7699,4713,2986
50,36,8705,1185,7520,412,7108,3233,3875
50,37,6038,923,5115,287,4828,2034,2794
50,38,6848,1073,5775,313,5462,2707,2755
50,39,2201,362,1839,112,1727,616,1111
50,40,4493,677,3816,227,3589,1753,1836
50,41,5237,830,4407,291,4116,2019,2097
50,42,6230,897,5333,312,5021,2193,2828
50,43,3617,576,3041,198,2843,1184,1659
50,44,2327,377,1950,136,1814,555,1259
50,45,4535,669,3866,272,3594,1524,2070
50,46,9708,1375,8333,566,7767,3691,4076
50,47,10635,1682,8953,518,8435,4312,4123
50,48,6309,1074,5235,343,4892,2049,2843
50,49,7221,1725,5496,248,5248,3244,2004
50,50,18517,3488,15029,815,14214,9066,5148
50,51,19508,3666,15842,879,14963,9291,5672
50,52,10055,1833,8222,427,7795,4191,3604
51,1,5119,853,4266,350,3916,1608,2308
51,2,7576,1233,6343,436,5907,2179,3728
51,3,13443,2430,11013,767,10246,4655,5591
51,4,7317,1176,6141,391,5750,2168,3582
51,5,17448,2923,14525,915,13610,5709,7901
51,6,7968,1821,6147,332,5815,2635,3180
51,7,3412,576,2836,161,2675,744,1931
51,8,2571,415,2156,154,2002,651,1351
51,9,7236,1365,5871,386,5485,2017,3468
51,10,5669,919,4750,344,4406,1630,2776
51,11,8580,2206,6374,445,5929,2664,3265
51,12,4311,682,3629,278,3351,1207,2144
51,13,4146,751,3395,275,3120,1161,1959
51,14,11227,2065,9162,625,8537,3640,4897
51,15,2961,463,2498,224,2274,804,1470
51,16,7370,955,6415,417,5998,2239,3759
51,17,5587,1197,4390,317,4073,1397,2676
51,18,3348,596,2752,217,2535,943,1592
51,19,18758,4007,14751,736,14015,6480,7535
51,20,13888,3586,10302,476,9826,4916,4910
51,21,9241,2270,6971,332,6639,3481,3158
51,22,10482,2685,7797,502,7295,3803,3492
51,23,6335,1181,5154,406,4748,1871,2877
51,24,3632,614,3018,262,2756,1060,1696
51,25,7721,1743,5978,404,5574,2305,3269
51,26,1855,301,1554,107,1447,427,1020
51,27,9110,1859,7251,514,6737,2182,4555
51,28,8865,1868,6997,520,6477,2626,3851
51,29,5322,832,4490,304,4186,1409,2777
51,30,11035,1748,9287,547,8740,3226,5514
51,31,10271,1524,8747,502,8245,2996,5249
51,32,1900,371,1529,93,1436,484,952
51,33,8906,1692,7214,525,6689,3009,3680
51,34,9046,1998,7048,440,6608,2864,3744
51,35,11006,2569,8437,576,7861,3500,4361
51,36,11170,2643,8527,482,8045,4616,3429
51,37,14194,3350,10844,737,10107,5009,5098
51,38,10619,3232,7387,324,7063,4152,2911
51,39,14045,3301,10744,601,10143,4706,5437
51,40,12471,2803,9668,594,9074,4906,4168
51,41,9437,2108,7329,414,6915,3616,3299
51,42,13183,3625,9558,577,8981,5448,3533
51,43,10999,2744,8255,498,7757,4010,3747
51,44,13353,3528,9825,502,9323,5003,4320
52,1,2703,434,2269,169,2100,885,1215
52,2,2204,336,1868,107,1761,710,1051
52,3,1465,213,1252,76,1176,473,703
52,4,3338,640,2698,194,2504,968,1536
52,5,2829,451,2378,165,2213,926,1287
52,6,3267,569,2698,220,2478,997,1481
52,7,9398,1904,7494,495,6999,3396,3603
52,8,4957,946,4011,401,3610,1619,1991
52,9,1632,312,1320,91,1229,517,712
52,10,3180,560,2620,217,2403,1063,1340
52,11,1990,372,1618,142,1476,547,929
52,12,3518,478,3040,226,2814,1325,1489
52,13,5349,1176,4173,334,3839,1832,2007
52,14,2479,444,2035,172,1863,628,1235
52,15,1190,196,994,79,915,481,434
52,16,9710,1877,7833,488,7345,3592,3753
52,17,5377,808,4569,366,4203,2071,2132
52,18,4247,753,3494,279,3215,1165,2050
52,19,2391,464,1927,155,1772,728,1044
52,20,3757,695,3062,231,2831,1323,1508
52,21,6909,1252,5657,415,5242,2517,2725
52,22,1608,323,1285,106,1179,399,780
52,23,3028,518,2510,204,2306,970,1336
52,24,2047,334,1713,126,1587,670,917
52,25,8462,2230,6232,361,5871,2600,3271
52,26,2225,358,1867,157,1710,794,916
52,27,4293,701,3592,265,3327,1648,1679
52,28,5855,1176,4679,414,4265,1938,2327
52,29,12241,2897,9344,625,8719,4541,4178
52,30,4466,1061,3405,253,3152,1544,1608
52,31,8093,1679,6414,503,5911,2483,3428
52,32,4573,1274,3299,264,3035,1615,1420
53,1,3950,575,3375,214,3161,1474,1687
53,2,13245,1747,11498,711,10787,5703,5084
53,3,3865,650,3215,209,3006,1256,1750
53,4,4284,676,3608,224,3384,1351,2033
53,5,7096,1068,6028,378,5650,2545,3105
53,6,9096,1392,7704,398,7306,2991,4315
53,7,6678,959,5719,325,5394,2008,3386
53,8,3178,559,2619,194,2425,826,1599
53,9,7652,1302,6350,379,5971,2481,3490
53,10,8035,1202,6833,471,6362,2603,3759
53,11,9713,1767,7946,573,7373,3587,3786
53,12,5338,927,4411,232,4179,1517,2662
53,13,4927,809,4118,279,3839,1700,2139
53,14,2826,443,2383,167,2216,801,1415
53,15,5091,806,4285,294,3991,1359,2632
53,16,2632,355,2277,148,2129,833,1296
53,17,11252,1643,9609,564,9045,4700,4345
53,18,8056,1412,6644,350,6294,3527,2767
53,19,11880,1784,10096,666,9430,4508,4922
53,20,11934,1877,10057,654,9403,4890,4513
53,21,10310,1742,8568,502,8066,4239,3827
53,22,5969,920,5049,273,4776,1864,2912
53,23,4044,590,3454,231,3223,1477,1746
53,24,4296,768,3528,251,3277,1490,1787
53,25,5961,974,4987,293,4694,2089,2605
53,26,3315,576,2739,215,2524,1067,1457
53,27,5105,890,4215,308,3907,1794,2113
53,28,8011,1430,6581,301,6280,3232,3048
53,29,8643,1609,7034,388,6646,3895,2751
53,30,4406,1006,3400,212,3188,1970,1218
53,31,7857,1290,6567,407,6160,2744,3416
53,32,12849,1683,11166,683,10483,5401,5082
54,1,1168,176,992,81,911,306,605
54,2,15275,3430,11845,788,11057,6784,4273
54,3,7989,1529,6460,493,5967,2601,3366
54,4,2512,453,2059,146,1913,938,975
54,5,10220,1779,8441,672,7769,4233,3536
54,6,4425,693,3732,278,3454,1380,2074
54,7,12095,2709,9386,546,8840,5465,3375
54,8,2873,494,2379,178,2201,980,1221
54,9,2564,592,1972,145,1827,876,951
54,10,5796,887,4909,386,4523,1997,2526
54,11,14834,2940,11894,766,11128,6756,4372
54,12,10479,1742,8737,561,8176,3796,4380
54,13,5010,672,4338,335,4003,1873,2130
54,14,6757,968,5789,439,5350,2398,2952
54,15,10519,2244,8275,521,7754,3637,4117
54,16,8269,2305,5964,287,5677,3444,2233
54,17,9549,1923,7626,540,7086,3508,3578
54,18,15798,3474,12324,889,11435,5677,5758
54,19,12423,3193,9230,367,8863,5099,3764
54,20,12153,3005,9148,373,8775,5254,3521
54,21,17427,3633,13794,560,13234,6500,6734
54,22,12400,2814,9586,427,9159,5165,3994
54,23,7675,1242,6433,458,5975,2982,2993
54,24,14044,3288,10756,701,10055,4977,5078
54,25,20387,4129,16258,1118,15140,7590,7550
54,26,3362,518,2844,245,2599,1120,1479
54,27,18901,3812,15089,1017,14072,6622,7450
54,28,10278,1917,8361,603,7758,3474,4284
54,29,7371,1117,6254,427,5827,2593,3234
54,30,11913,2713,9200,557,8643,5516,3127
54,31,12091,2483,9608,546,9062,6373,2689
54,32,13844,2987,10857,611,10246,5660,4586
54,33,14477,2693,11784,767,11017,6040,4977
54,34,19675,4075,15600,964,14636,8461,6175
54,35,13925,3056,10869,605,10264,5140,5124
54,36,7331,1615,5716,301,5415,3440,1975
54,37,11078,2417,8661,498,8163,5065,3098
54,38,17766,3417,14349,830,13519,7067,6452
54,39,20289,4199,16090,820,15270,8083,7187
54,40,17538,3295,14243,935,13308,7025,6283
54,41,15206,3239,11967,892,11075,5666,5409
54,42,16420,2737,13683,789,12894,6724,6170
54,43,13295,2267,11028,664,10364,5024,5340
54,44,8051,1576,6475,322,6153,3319,2834
55,1,7666,1274,6392,594,5798,2582,3216
55,2,8165,1648,6517,470,6047,3331,2716
55,3,6600,1156,5444,358,5086,2156,2930
55,4,3307,561,2746,193,2553,1121,1432
55,5,9295,1699,7596,482,7114,3684,3430
55,6,1992,320,1672,88,1584,648,936
55,7,2501,413,2088,148,1940,919,1021
55,8,5298,965,4333,322,4011,1672,2339
55,9,3923,631,3292,266,3026,1301,1725
55,10,3685,603,3082,310,2772,1251,1521
55,11,8191,1484,6707,511,6196,3124,3072
55,12,1765,271,1494,118,1376,463,913
55,13,2148,393,1755,160,1595,607,988
55,14,4318,928,3390,219,3171,1446,1725
55,15,2871,415,2456,227,2229,1009,1220
55,16,5828,1061,4767,430,4337,2054,2283
55,17,5701,965,4736,387,4349,1814,2535
55,18,2938,424,2514,188,2326,1029,1297
55,19,5834,1039,4795,336,4459,2226,2233
55,20,4339,851,3488,259,3229,1612,1617
55,21,1546,196,1350,107,1243,437,806
55,22,1232,204,1028,96,932,363,569
55,23,2400,385,2015,181,1834,679,1155
55,24,3772,667,3105,220,2885,1161,1724
55,25,3040,444,2596,201,2395,1163,1232
55,26,5631,1310,4321,291,4030,1985,2045
55,27,2943,425,2518,186,2332,1000,1332
55,28,4359,738,3621,323,3298,1407,1891
55,29,7265,1342,5923,380,5543,2776,2767
55,30,7030,1951,5079,292,4787,2166,2621
55,31,4530,1061,3469,188,3281,1674,1607
56,1,12115,1618,10497,584,9913,5437,4476
56,2,26754,4217,22537,1165,21372,10435,10937
56,3,10738,1410,9328,641,8687,4858,3829
56,4,12533,1969,10564,672,9892,4937,4955
56,5,6806,843,5963,409,5554,3162,2392
56,6,14911,2052,12859,710,12149,6392,5757
56,7,8212,1251,6961,430,6531,3778,2753
56,8,8251,1206,7045,423,6622,3183,3439
56,9,6732,1026,5706,348,5358,3104,2254
56,10,15188,2142,13046,795,12251,6188,6063
56,11,2191,359,1832,85,1747,972,775
56,12,5200,834,4366,257,4109,2355,1754
56,13,7875,1033,6842,355,6487,3003,3484
56,14,23207,3674,19533,1213,18320,11381,6939
56,15,8662,1232,7430,468,6962,3230,3732
56,16,11812,1739,10073,755,9318,4459,4859
56,17,9937,1992,7945,397,7548,4188,3360
56,18,14851,3293,11558,591,10967,6799,4168
56,19,12741,1757,10984,645,10339,5078,5261
56,20,4525,715,3810,179,3631,1976,1655
56,21,11061,1251,9810,593,9217,4502,4715
56,22,4392,714,3678,177,3501,1914,1587
56,23,12025,1844,10181,642,9539,4777,4762
56,24,10185,1566,8619,641,7978,4390,3588
56,25,16658,2453,14205,890,13315,7169,6146
56,26,19021,2874,16147,1035,15112,8210,6902
56,27,28795,4325,24470,1450,23020,11797,11223
56,28,23198,3173,20025,1249,18776,10247,8529
56,29,12747,1820,10927,695,10232,5440,4792
56,30,14999,2343,12656,637,12019,4268,7751
56,31,12296,1796,10500,614,9886,4636,5250
56,32,6891,957,5934,296,5638,2688,2950
56,33,7087,929,6158,410,5748,2492,3256
56,34,7999,1195,6804,496,6308,2837,3471
56,35,12538,1596,10942,490,10452,4329,6123
56,36,4000,671,3329,172,3157,1450,1707
56,37,33895,5155,28740,1466,27274,13895,13379
56,38,24338,3540,20798,967,19831,9526,10305
56,39,16892,3012,13880,645,13235,6325,6910
56,40,16539,3221,13318,833,12485,8209,4276
56,41,13611,2768,10843,514,10329,6267,4062
56,42,23247,3854,19393,1061,18332,8965,9367
57,1,5172,988,4184,300,3884,1341,2543
57,2,9948,1976,7972,509,7463,3019,4444
57,3,15619,3109,12510,937,11573,4873,6700
57,4,22859,4993,17866,1202,16664,7549,9115
57,5,17448,3451,13997,831,13166,5273,7893
57,6,4935,841,4094,284,3810,1506,2304
57,7,4246,676,3570,265,3305,1346,1959
57,8,4946,971,3975,296,3679,1547,2132
57,9,17879,3641,14238,1034,13204,5872,7332
57,10,6112,1007,5105,381,4724,1535,3189
57,11,16389,3828,12561,704,11857,6797,5060
57,12,13914,4272,9642,524,9118,4425,4693
57,13,16701,2935,13766,834,12932,6007,6925
57,14,10839,1887,8952,625,8327,3274,5053
57,15,15141,4066,11075,792,10283,5797,4486
57,16,5376,1034,4342,290,4052,1530,2522
57,17,12330,3621,8709,485,8224,4387,3837
57,18,15632,4195,11437,621,10816,5460,5356
57,19,25295,6372,18923,963,17960,9061,8899
57,20,21449,4610,16839,997,15842,7202,8640
57,21,27372,5199,22173,1555,20618,9663,10955
57,22,15007,3756,11251,764,10487,6378,4109
57,23,15139,2333,12806,843,11963,5146,6817
57,24,13478,2562,10916,825,10091,3332,6759
57,25,3099,559,2540,207,2333,881,1452
57,26,13017,2454,10563,856,9707,3466,6241
57,27,19784,4717,15067,1002,14065,6657,7408
57,28,11577,2258,9319,707,8612,3400,5212
57,29,20023,3918,16105,1183,14922,5312,9610
57,30,14916,3956,10960,719,10241,4799,5442
57,31,8799,1793,7006,487,6519,2532,3987
57,32,14668,3058,11610,685,10925,5238,5687
57,33,24433,4110,20323,1158,19165,7528,11637
57,34,2881,445,2436,175,2261,925,1336
57,35,12265,1770,10495,653,9842,4175,5667
57,36,4539,733,3806,281,3525,1068,2457
57,37,23657,5061,18596,1058,17538,8376,9162
57,38,21753,5599,16154,1023,15131,7716,7415
57,39,12393,3038,9355,592,8763,5135,3628
57,41,18517,4550,13967,911,13056,6435,6621
57,42,14401,3248,11153,871,10282,5616,4666
57,43,21502,4906,16596,1034,15562,8795,6767
57,44,12624,3515,9109,538,8571,4876,3695
57,45,14281,3177,11104,648,10456,6200,4256
57,46,17621,5230,12391,624,11767,6310,5457
57,47,20406,4516,15890,974,14916,6987,7929
57,48,17914,3133,14781,928,13853,7423,6430
57,49,15395,3509,11886,878,11008,5207,5801
57,50,20557,4072,16485,1318,15167,5834,9333
57,51,19454,4723,14731,985,13746,6040,7706
57,52,12059,2920,9139,465,8674,4030,4644
58,1,2156,374,1782,124,1658,855,803
58,2,8115,1472,6643,438,6205,3694,2511
58,3,4618,771,3847,289,3558,2266,1292
58,4,3056,478,2578,176,2402,1261,1141
58,5,5837,1195,4642,303,4339,2648,1691
58,6,3819,625,3194,230,2964,1610,1354
58,7,6785,1389,5396,363,5033,2701,2332
58,8,6102,1151,4951,270,4681,2934,1747
58,9,3227,570,2657,197,2460,1208,1252
58,10,3379,643,2736,223,2513,1433,1080
58,11,3569,575,2994,213,2781,1630,1151
58,12,3210,609,2601,168,2433,1389,1044
58,13,3517,511,3006,208,2798,1533,1265
58,14,3290,676,2614,189,2425,1376,1049
58,15,3362,546,2816,175,2641,1468,1173
58,16,6205,1498,4707,270,4437,2458,1979
58,17,9057,1726,7331,489,6842,4362,2480
58,18,4742,766,3976,289,3687,1770,1917
58,19,3306,606,2700,192,2508,1377,1131
58,20,2938,605,2333,173,2160,1097,1063
58,21,4192,693,3499,223,3276,1886,1390
58,22,4842,782,4060,296,3764,2180,1584
58,23,2642,420,2222,140,2082,1059,1023
58,24,2430,383,2047,148,1899,903,996
58,25,3364,571,2793,158,2635,1380,1255
58,26,12216,2061,10155,713,9442,6377,3065
58,27,5823,1241,4582,245,4337,2827,1510
58,28,8893,1991,6902,441,6461,4008,2453
58,29,5803,1400,4403,313,4090,2681,1409
58,30,12404,2479,9925,643,9282,5763,3519
58,31,6015,1166,4849,343,4506,2262,2244
58,32,6001,1117,4884,338,4546,3028,1518
59,1,14144,2153,11991,889,11102,5944,5158
59,2,38609,8531,30078,1923,28155,14464,13691
59,3,7020,1430,5590,381,5209,2517,2692
59,4,9504,1846,7658,515,7143,3307,3836
59,5,14078,2723,11355,708,10647,4996,5651
59,6,12672,2195,10477,668,9809,4576,5233
59,7,20003,3523,16480,1078,15402,7351,8051
59,8,13513,2649,10864,805,10059,4672,5387
59,9,14202,2168,12034,786,11248,5103,6145
59,10,16798,3948,12850,945,11905,7290,4615
59,11,19099,3578,15521,1201,14320,8484,5836
59,12,14059,2713,11346,860,10486,5343,5143
59,13,17024,3580,13444,882,12562,6472,6090
59,14,28681,6723,21958,1475,20483,10357,10126
59,15,14059,2367,11692,857,10835,6412,4423
59,16,7634,966,6668,458,6210,2780,3430
59,17,12029,2186,9843,651,9192,4847,4345
59,18,22516,5284,17232,1243,15989,8494,7495
59,19,30988,8562,22426,1612,20814,11805,9009
59,20,21921,3297,18624,967,17657,7283,10374
59,21,31571,8388,23183,1732,21451,13937,7514
59,22,30543,7439,23104,1587,21517,13242,8275
59,23,24043,5350,18693,1172,17521,9846,7675
59,24,36286,8489,27797,1864,25933,16214,9719
59,25,28481,5052,23429,1492,21937,10604,11333
59,26,33535,8100,25435,2217,23218,14446,8772
59,27,18721,3586,15135,1248,13887,8075,5812
59,28,35154,7777,27377,1771,25606,13587,12019
59,29,18311,3550,14761,963,13798,7130,6668
59,30,12367,2313,10054,644,9410,4808,4602
59,31,10980,2000,8980,618,8362,3952,4410
59,32,8174,1476,6698,483,6215,3243,2972
59,33,48995,9214,39781,2175,37606,16694,20912
59,34,11061,2536,8525,315,8210,4649,3561
59,35,19006,4968,14038,770,13268,8828,4440
59,36,20989,4988,16001,711,15290,7917,7373
59,37,30697,7047,23650,1168,22482,13431,9051
59,38,46722,9715,37007,1865,35142,16141,19001
59,39,21325,6250,15075,635,14440,10557,3883
