Code du département,Code du canton,Inscrits,Abstentions,Votants,Blancs et nuls,Exprimés,JOLY,LE PEN,SARKOZY,MÉLENCHON,POUTOU,ARTHAUD,CHEMINADE,BAYROU,DUPONT-AIGNAN,HOLLANDE
73,21,7331,1158,6173,125,6048,160,1281,1633,719,54,44,21,604,153,1379
73,22,5946,940,5006,90,4916,145,1078,1217,609,68,38,21,421,113,1206
73,23,3930,581,3349,98,3251,81,741,836,349,55,11,8,325,87,758
73,24,4953,756,4197,82,4115,121,850,1197,442,39,17,11,419,92,927
73,25,11523,2070,9453,180,9273,245,2058,2430,994,105,49,31,760,198,2403
73,26,4566,829,3737,73,3664,97,785,949,395,67,29,14,311,81,936
73,27,4804,733,4071,81,3990,148,754,1010,578,54,18,6,378,72,972
73,28,8439,1593,6846,162,6684,183,1534,1934,773,81,34,11,671,187,1276
73,29,5385,757,4628,95,4533,161,1115,1255,432,44,27,14,418,100,967
73,30,13048,2613,10435,203,10232,237,2380,2227,1593,128,57,26,840,206,2538
73,31,9870,1837,8033,176,7857,298,1063,1996,1011,99,27,17,799,132,2415
73,32,12427,1992,10435,185,10250,377,1888,3179,923,95,39,29,1144,198,2378
73,33,15762,2271,13491,232,13259,465,2242,3937,1291,132,54,37,1562,275,3264
73,34,12662,1937,10725,208,10517,427,1864,2792,1250,113,39,19,1093,204,2716
73,35,13428,2353,11075,195,10880,341,1873,3577,929,93,41,27,1249,210,2540
73,36,7113,1363,5750,88,5662,271,843,1519,727,59,29,12,541,95,1566
73,37,9941,1588,8353,150,8203,333,1354,2280,886,76,40,23,902,126,2183
74,1,3980,732,3248,58,3190,62,732,1388,194,32,13,8,308,97,356
74,2,9296,1317,7979,133,7846,313,1439,2266,807,74,35,21,1009,216,1666
74,3,11020,2401,8619,96,8523,405,900,3021,720,79,29,21,1140,123,2085
74,4,12393,2583,9810,144,9666,316,1328,2983,899,99,43,27,1233,165,2573
74,5,22902,5620,17282,322,16960,556,2702,5834,1557,175,78,65,1915,352,3726
74,6,5235,916,4319,82,4237,143,598,2003,356,53,20,8,408,94,554
74,7,5449,848,4601,89,4512,194,824,1416,447,55,25,15,550,134,852
74,8,23714,4640,19074,389,18685,577,3791,5983,1794,198,112,52,1898,430,3850
74,9,10439,2305,8134,143,7991,429,854,3120,751,99,40,30,964,160,1544
74,10,14402,3223,11179,187,10992,255,2238,3798,993,133,65,38,960,229,2283
74,11,7850,1188,6662,129,6533,286,1011,2212,561,80,19,19,971,222,1152
74,12,17066,3377,13689,248,13441,463,2199,4943,1196,182,73,37,1695,362,2291
74,13,22479,4307,18172,384,17788,522,3117,5919,1795,272,93,50,1982,446,3592
74,14,10694,1660,9034,171,8863,325,1835,2540,945,111,46,17,951,224,1869
74,15,5911,934,4977,98,4879,155,927,1586,420,77,15,27,651,139,882
74,16,13357,2138,11219,208,11011,466,1995,3478,1043,134,34,41,1505,307,2008
74,17,16464,2612,13852,310,13542,524,2501,4220,1303,169,58,43,1616,337,2771
74,18,19202,3123,16079,301,15778,555,3537,4522,1402,180,84,41,1755,426,3276
74,19,13344,2741,10603,224,10379,408,1882,3277,1238,121,62,34,1080,225,2052
74,20,8314,1388,6926,148,6778,264,1487,1968,756,79,34,27,685,192,1286
74,21,21817,4570,17247,300,16947,839,2298,6186,1350,175,73,57,2375,427,3167
74,22,20257,3893,16364,287,16077,512,2697,7014,1182,148,50,54,1650,342,2428
74,23,3726,612,3114,58,3056,119,487,1205,304,45,8,5,311,85,487
74,24,4734,716,4018,65,3953,146,885,1178,371,50,24,12,452,108,727
74,25,5866,973,4893,68,4825,161,863,1859,474,68,26,12,456,89,817
74,26,11545,1506,10039,182,9857,378,1408,4521,671,111,46,25,1153,301,1243
74,27,15308,3366,11942,263,11679,356,1852,3850,1201,157,66,39,1280,311,2567
74,28,8919,1140,7779,135,7644,364,1200,2409,703,67,27,35,1078,206,1555
74,29,33162,5455,27707,465,27242,945,4474,8315,2508,317,101,76,3436,589,6481
74,30,31729,5309,26420,411,26009,1035,3011,10545,1829,187,80,79,3621,468,5154
74,31,25064,6293,18771,268,18503,541,3039,5783,1981,175,86,60,1841,392,4605
74,32,7891,1757,6134,111,6023,120,1298,2083,536,88,35,15,584,158,1106
74,33,35334,6157,29177,503,28674,1042,4068,8978,2751,305,99,94,3726,542,7069
74,34,25811,5516,20295,363,19932,670,3106,6543,2079,219,94,58,2308,447,4408
75,15,10490,2068,8422,83,8339,364,491,3278,660,39,10,22,853,76,2546
75,16,12364,2551,9813,110,9703,509,444,3015,993,38,17,27,995,70,3595
75,17,21101,4084,17017,192,16825,947,708,4793,1710,89,35,29,1641,125,6748
75,18,17384,3347,14037,158,13879,675,800,4511,1350,81,41,31,1341,162,4887
75,19,36051,6493,29558,321,29237,1403,1561,9164,3001,177,83,73,3123,295,10357
75,20,25916,4718,21198,243,20955,746,985,9358,1249,90,33,47,2420,196,5831
75,21,31093,5680,25413,243,25170,579,1338,14644,875,81,19,49,2729,233,4623
75,22,23630,4596,19034,204,18830,449,1106,10975,772,73,15,49,1905,179,3307
75,23,35826,6903,28923,340,28583,1347,1396,9496,2667,149,65,52,3101,262,10048
75,24,49812,9744,40068,436,39632,2324,2099,8234,5901,304,126,80,3353,319,16892
75,25,85380,15769,69611,792,68819,3746,3379,15353,9703,494,171,166,6174,609,29024
75,26,87785,16790,70995,882,70113,3056,4882,19374,8166,492,191,145,7172,832,25803
75,27,106763,21555,85208,1243,83965,3620,6237,18784,11383,732,305,205,7873,1000,33826
75,28,81440,15748,65692,844,64848,2842,4141,17575,7433,466,189,162,6792,746,24502
75,29,136521,26281,110240,1303,108937,3404,7144,43531,8002,597,203,256,12528,1264,32008
75,30,91778,18285,73493,654,72839,1268,4062,47233,2324,190,61,144,6281,693,10583
75,31,92854,18146,74708,847,73861,2253,4671,32728,5353,372,142,161,7563,720,19898
75,32,101049,21687,79362,1030,78332,4238,5150,15253,12019,716,318,195,6059,675,33709
75,33,96890,21620,75270,1000,74270,3465,4990,16692,11690,653,322,166,4949,670,30673
75,34,109195,22690,86505,1168,85337,4260,5919,15491,14850,811,373,213,5812,833,36775
76,1,4150,663,3487,46,3441,65,950,1039,284,30,22,8,297,82,664
76,2,5346,907,4439,86,4353,40,1219,1526,265,45,34,13,302,103,806
76,3,8872,1371,7501,120,7381,73,1479,2072,731,74,65,9,543,142,2193
76,4,5687,840,4847,94,4753,58,1204,1345,437,54,40,26,405,103,1081
76,5,8070,1403,6667,123,6544,65,1747,1423,593,79,68,8,336,135,2090
76,6,17551,3401,14150,284,13866,145,3040,3224,1839,269,141,35,1038,313,3822
76,7,30243,4801,25442,427,25015,439,3648,7850,2683,267,101,64,2826,468,6669
76,8,8052,1130,6922,137,6785,140,1402,2178,620,73,47,19,653,172,1481
76,9,7286,1116,6170,120,6050,54,1183,1719,627,79,47,15,488,138,1700
76,10,10424,1338,9086,152,8934,133,1826,1988,1026,126,69,27,721,168,2850
76,11,17470,2662,14808,300,14508,240,2864,4373,1590,175,94,33,1273,297,3569
76,12,12286,1739,10547,185,10362,171,2089,3233,1284,148,59,22,886,180,2290
76,13,20111,3111,17000,285,16715,307,3108,4515,2053,196,95,40,1540,339,4522
76,14,13796,2735,11061,214,10847,148,2330,2424,1726,125,83,22,750,190,3049
76,15,6155,975,5180,97,5083,61,1120,1320,492,79,45,7,412,89,1458
76,16,19567,3231,16336,280,16056,254,3220,3712,1961,205,128,40,1218,323,4995
76,17,17705,4054,13651,273,13378,161,2661,2684,1678,197,102,34,765,264,4832
76,18,13261,2030,11231,194,11037,102,2857,2902,1143,141,91,31,781,244,2745
76,19,20214,3865,16349,285,16064,148,3711,3953,2309,202,140,40,1004,317,4240
76,20,6569,808,5761,145,5616,58,1110,1659,582,88,52,13,423,89,1542
76,21,21471,4610,16861,295,16566,283,3285,4032,2046,239,138,53,1132,283,5075
76,22,3738,556,3182,39,3143,32,575,924,307,35,30,10,210,43,977
76,23,8517,1723,6794,147,6647,103,1793,2108,491,83,51,9,535,165,1309
76,24,10774,1565,9209,188,9021,114,2063,2479,1051,152,88,17,738,184,2135
76,25,9515,1836,7679,187,7492,90,2169,2099,665,99,58,25,557,207,1523
76,26,20655,3790,16865,341,16524,218,3125,2936,2740,210,102,27,1087,254,5825
76,27,10382,2472,7910,150,7760,156,1050,2633,1014,94,37,13,648,96,2019
76,29,11842,3871,7971,199,7772,98,1709,1186,1630,120,70,25,345,95,2494
76,30,14960,4156,10804,287,10517,151,2149,2008,1954,137,88,25,667,158,3180
76,31,10047,2273,7774,177,7597,243,794,2274,1110,79,32,19,742,129,2175
76,32,18302,4672,13630,338,13292,314,2053,3825,1949,159,83,28,1133,192,3556
76,33,21084,4468,16616,306,16310,197,3381,3726,2149,260,121,53,1319,333,4771
76,34,3940,662,3278,78,3200,27,902,1032,207,37,37,7,265,74,612
76,35,6182,885,5297,110,5187,62,1211,1447,522,54,45,13,355,102,1376
76,36,16391,3341,13050,239,12811,191,2334,2321,1770,176,91,24,817,186,4901
76,37,27305,4742,22563,417,22146,347,4110,6040,2729,292,145,62,2019,408,5994
76,38,8920,1562,7358,143,7215,97,1658,2329,630,86,65,18,576,163,1593
76,39,14575,2303,12272,205,12067,172,2196,3520,1655,118,88,28,869,230,3191
76,40,3711,519,3192,61,3131,40,657,935,282,46,29,11,296,52,783
76,41,23157,4071,19086,366,18720,220,4123,4026,2145,270,152,40,1460,368,5916
76,42,10398,2133,8265,125,8140,274,802,2370,1083,89,28,26,750,129,2589
76,43,6915,1276,5639,70,5569,203,343,1937,670,50,13,18,664,77,1594
76,44,6586,1323,5263,79,5184,177,503,1324,689,59,25,15,567,73,1752
76,45,5912,1145,4767,84,4683,156,601,1033,728,59,18,15,381,49,1643
76,46,7741,1870,5871,91,5780,177,618,1573,713,51,40,18,518,65,2007
76,47,12798,2603,10195,153,10042,291,1369,2010,1574,120,58,24,823,160,3613
76,48,15116,2367,12749,242,12507,181,2738,3365,1599,174,73,30,1114,269,2964
76,49,6250,910,5340,103,5237,72,1339,1463,529,77,42,14,421,130,1150
76,50,7425,1395,6030,117,5913,70,1033,1703,648,80,43,16,500,127,1693
76,51,15149,2975,12174,225,11949,160,1993,1845,2214,135,67,23,678,176,4658
76,52,9589,1392,8197,134,8063,117,1920,2186,666,116,50,20,618,201,2169
76,53,8568,1284,7284,146,7138,86,1558,2112,756,84,64,18,485,138,1837
76,54,8023,1045,6978,130,6848,104,1471,1929,631,88,61,17,589,148,1810
76,55,15469,2630,12839,226,12613,227,2214,3342,1309,166,90,35,1148,222,3860
76,56,17853,3571,14282,309,13973,329,1957,4595,1760,168,73,38,1255,225,3573
76,57,15298,4147,11151,322,10829,162,2117,2212,1822,153,98,17,700,168,3380
76,58,7314,2227,5087,143,4944,45,864,791,891,56,46,13,280,59,1899
76,59,12497,3827,8670,220,8450,70,1775,1316,1529,136,60,14,422,126,3002
76,60,19250,3568,15682,190,15492,412,1480,5938,1308,127,59,33,1809,245,4081
76,61,19301,4163,15138,301,14837,164,2979,2739,2387,213,102,36,958,243,5016
76,62,13643,3253,10390,220,10170,184,1696,2629,1834,119,100,26,724,140,2718
76,63,13777,2699,11078,188,10890,124,2424,1457,2957,175,103,12,518,147,2973
76,64,14846,2304,12542,282,12260,110,2331,1938,1677,198,97,32,703,185,4989
76,65,19884,3955,15929,225,15704,427,1930,4785,1779,124,64,27,1574,258,4736
76,66,19787,3581,16206,302,15904,265,2919,3964,1944,169,103,39,1351,277,4873
76,67,12597,2591,10006,198,9808,184,1850,1486,1590,150,73,17,625,157,3676
76,68,7249,1450,5799,89,5710,190,715,1189,851,72,31,13,446,81,2122
76,69,15029,2819,12210,217,11993,159,2112,1737,2984,161,77,28,641,141,3953
76,70,13618,2534,11084,219,10865,219,1660,2037,1668,151,87,24,753,151,4115
77,1,9216,1876,7340,130,7210,97,1945,2017,685,94,46,20,515,201,1590
77,2,28610,6416,22194,359,21835,406,4253,7049,1951,189,93,49,2015,601,5229
77,3,9790,1766,8024,120,7904,206,1546,2743,686,60,37,27,794,195,1610
77,4,9674,2137,7537,147,7390,136,1871,1942,767,102,49,24,589,189,1721
77,5,11219,1867,9352,146,9206,210,1947,2701,903,77,34,24,865,232,2213
77,6,30048,7296,22752,354,22398,413,4681,6143,2598,185,92,66,1716,442,6062
77,7,26315,5904,20411,349,20062,353,4927,5858,1916,239,110,45,1610,463,4541
77,8,23390,4573,18817,307,18510,371,4009,5808,1857,211,92,48,1641,379,4094
77,9,29935,5909,24026,446,23580,298,6298,6102,2582,268,102,49,1741,435,5705
77,10,7597,1261,6336,118,6218,102,1689,1771,644,65,29,9,441,150,1318
77,11,10686,2150,8536,152,8384,121,2399,2493,708,97,43,13,639,207,1664
77,12,18149,4012,14137,229,13908,253,3435,3917,1462,168,68,35,1020,362,3188
77,13,30430,6550,23880,284,23596,735,3032,8108,2204,196,96,68,2719,492,5946
77,14,19810,4402,15408,224,15184,360,2368,4400,1710,122,45,37,1638,313,4191
77,15,11279,2337,8942,146,8796,111,2382,2581,959,105,47,19,550,181,1861
77,16,8314,1503,6811,146,6665,134,1635,1928,700,95,29,16,525,182,1421
77,17,26566,5906,20660,351,20309,300,4023,5497,2070,208,107,36,1402,345,6321
77,18,21710,5204,16506,318,16188,268,3058,3948,1771,131,85,50,1288,349,5240
77,19,12678,2827,9851,161,9690,252,1559,2871,974,76,41,31,1028,222,2636
77,20,20995,4810,16185,359,15826,248,3551,3638,2053,171,90,38,1014,291,4732
77,21,24346,4806,19540,337,19203,535,3441,5214,2189,228,88,56,1813,404,5235
77,22,15803,2990,12813,240,12573,190,3319,3217,1312,152,66,30,972,327,2988
77,23,11058,2337,8721,169,8552,97,2388,2287,901,99,44,16,625,215,1880
77,24,20529,4283,16246,303,15943,317,3267,4403,1758,175,95,30,1322,352,4224
77,25,13732,3166,10566,190,10376,129,2514,2886,1015,109,64,16,728,231,2684
77,26,9546,1846,7700,139,7561,156,2038,2133,814,95,50,29,604,199,1443
77,27,17296,3429,13867,245,13622,271,3290,4098,1364,165,79,21,1126,393,2815
77,28,17386,3843,13543,235,13308,279,2846,3776,1390,145,53,30,1198,308,3283
77,29,5887,1010,4877,78,4799,90,1294,1508,370,53,24,18,371,141,930
77,30,21187,5210,15977,247,15730,327,2614,4125,1851,121,73,44,1348,239,4988
77,31,21364,4772,16592,324,16268,270,3269,4611,1688,147,72,45,1284,283,4599
77,32,33268,7531,25737,392,25345,517,4486,7800,2594,256,124,74,2315,554,6625
77,33,28153,6581,21572,386,21186,405,3336,5712,2427,202,93,50,1940,472,6549
77,34,21687,5478,16209,406,15803,324,2408,2958,2144,174,76,38,1213,362,6106
77,35,31094,7267,23827,392,23435,526,2935,6322,2625,193,83,60,2346,429,7916
77,36,20971,4915,16056,279,15777,289,2843,3682,2064,174,77,40,1196,271,5141
77,37,16608,3709,12899,245,12654,181,2985,2973,1994,142,64,19,868,221,3207
77,38,19120,4391,14729,278,14451,365,1957,3204,2042,137,60,36,1345,256,5049
77,39,16949,4458,12491,222,12269,323,1218,2455,1721,125,49,36,958,171,5213
77,40,21012,4949,16063,284,15779,280,2552,4145,1810,184,51,44,1427,323,4963
77,41,31686,7917,23769,536,23233,453,3849,4659,3021,207,101,59,1947,666,8271
77,42,24158,5438,18720,297,18423,387,3027,4341,2188,192,83,64,1692,427,6022
77,43,34422,7365,27057,408,26649,599,4405,8092,2615,250,91,95,2799,580,7123
78,1,21813,4553,17260,296,16964,308,3163,5537,1491,161,65,51,1584,373,4231
78,2,17708,3118,14590,284,14306,280,3345,4336,1409,157,96,40,1138,311,3194
78,3,20110,4484,15626,213,15413,397,1338,6606,1058,89,39,37,1840,185,3824
78,4,26795,5481,21314,279,21035,617,1806,9212,1297,121,43,66,2868,297,4708
78,5,35634,6447,29187,424,28763,931,2751,10250,2450,183,82,89,3917,555,7555
78,6,23783,5299,18484,312,18172,563,2672,4473,2015,176,98,45,1814,289,6027
78,7,14190,2539,11651,176,11475,218,2357,3713,1040,107,44,33,1111,227,2625
78,8,18927,3150,15777,226,15551,356,2583,5671,1256,187,57,57,1683,352,3349
78,9,29718,6601,23117,321,22796,694,2633,6759,2272,196,72,60,2782,372,6956
78,10,29019,5780,23239,430,22809,379,4914,6048,2796,239,122,61,1776,464,6010
78,11,21290,4769,16521,243,16278,507,1474,7110,915,96,22,51,2189,281,3633
78,12,20869,5992,14877,287,14590,266,1682,2961,2031,113,52,36,908,172,6369
78,13,20257,4038,16219,187,16032,459,1498,6634,1070,104,27,45,2084,250,3861
78,14,29671,7867,21804,398,21406,386,3441,5006,2575,205,104,46,1683,359,7601
78,15,32304,5272,27032,404,26628,805,3417,10048,1996,206,77,69,3210,584,6216
78,16,28973,6578,22395,341,22054,530,2602,7574,1981,160,74,47,2487,337,6262
78,17,14329,3295,11034,163,10871,214,1284,4217,887,73,30,17,1101,157,2891
78,18,38794,7146,31648,485,31163,845,4272,10379,2912,250,111,103,3690,663,7938
78,19,16095,2526,13569,209,13360,381,2012,4349,1278,124,65,40,1452,307,3352
78,20,26142,6437,19705,284,19421,474,2226,7068,2086,135,68,46,2117,295,4906
78,21,18210,4163,14047,184,13863,362,1415,5796,982,74,44,45,1620,221,3304
78,22,26933,5261,21672,265,21407,503,1726,10411,1184,123,50,48,2778,335,4249
78,23,28941,7178,21763,349,21414,478,2743,5459,2595,207,97,79,2007,354,7395
78,24,13488,3642,9846,220,9626,118,940,1221,1724,89,63,24,518,127,4802
78,25,24566,5202,19364,283,19081,460,2530,6648,1622,134,75,59,2255,348,4950
78,26,21179,4272,16907,210,16697,331,1682,7773,1028,84,31,39,1993,274,3462
78,27,19074,3683,15391,150,15241,375,1394,8189,597,58,17,28,1866,208,2509
78,28,41689,9075,32614,560,32054,1005,3051,7855,3615,298,115,81,4271,549,11214
78,29,27451,5719,21732,308,21424,621,2671,8101,1462,134,49,71,2955,340,5020
78,30,21791,4284,17507,206,17301,497,1527,7939,1033,84,28,43,2225,274,3651
78,31,10894,2045,8849,115,8734,350,578,3218,645,60,19,29,1368,128,2339
78,32,22731,4269,18462,182,18280,343,1597,9751,864,77,31,44,2090,243,3240
78,33,21185,4971,16214,300,15914,274,3275,3558,2019,157,111,54,1198,253,5015
78,34,35928,8185,27743,458,27285,613,3119,7121,3242,277,110,64,3006,456,9277
78,35,16696,3592,13104,160,12944,367,1169,5527,878,86,31,39,1685,169,2993
78,36,27417,5947,21470,340,21130,487,2496,6323,2206,172,74,71,2475,440,6386
78,37,14177,2832,11345,192,11153,261,1481,3776,1040,113,44,41,1194,232,2971
78,38,30935,6703,24232,392,23840,561,2861,6096,2671,271,111,76,2630,448,8115
78,39,16913,3845,13068,230,12838,358,1766,3615,1298,140,57,34,1280,205,4085
79,1,3971,611,3360,98,3262,43,544,883,343,44,31,6,331,65,972
79,2,7532,1248,6284,163,6121,99,992,1943,521,94,62,20,764,149,1477
79,3,4016,569,3447,63,3384,57,495,750,347,85,33,7,369,85,1156
79,4,16389,2706,13683,346,13337,267,1633,3763,1128,207,108,32,1850,280,4069
79,5,5086,838,4248,103,4145,92,625,1047,452,90,29,8,424,102,1276
79,6,8716,1286,7430,175,7255,117,930,1304,921,155,61,17,668,154,2928
79,7,10491,1542,8949,291,8658,168,1085,2283,710,144,77,20,1076,189,2906
79,8,4450,600,3850,90,3760,94,495,850,389,75,31,7,435,87,1297
79,9,12155,1685,10470,268,10202,137,1548,3431,753,145,75,19,1474,283,2337
79,10,4508,781,3727,108,3619,51,607,920,327,72,19,10,295,72,1246
79,11,8043,1224,6819,173,6646,148,990,1636,688,111,37,24,757,195,2060
79,12,8124,1105,7019,126,6893,166,940,1506,763,89,42,12,730,164,2481
79,13,4515,772,3743,99,3644,79,620,898,313,73,33,10,389,75,1154
79,14,5434,821,4613,96,4517,115,770,974,561,80,35,12,452,131,1387
79,15,5195,808,4387,110,4277,114,633,1103,494,62,29,11,548,118,1165
79,16,6962,1087,5875,139,5736,130,721,1193,671,90,46,18,518,107,2242
79,17,3688,524,3164,69,3095,57,541,876,330,37,22,10,323,64,835
79,18,8305,1171,7134,211,6923,101,883,2211,500,122,46,28,966,154,1912
79,19,4022,626,3396,81,3315,77,558,721,351,65,26,10,326,70,1111
79,20,23775,4007,19768,417,19351,487,1844,4355,2247,263,108,44,2188,323,7492
79,21,17781,3643,14138,247,13891,361,1514,3192,1646,182,78,31,1341,248,5298
79,22,15577,2558,13019,326,12693,266,1561,3322,1226,181,104,22,1348,257,4406
79,23,11071,1502,9569,194,9375,171,1079,1950,1027,132,63,29,1025,219,3680
79,24,3162,401,2761,71,2690,39,511,742,241,39,18,8,265,62,765
79,25,11858,1864,9994,250,9744,176,1398,2066,1009,159,75,51,1047,254,3509
79,26,7204,1052,6152,144,6008,92,1053,1511,619,97,39,9,532,152,1904
79,27,4259,700,3559,101,3458,56,576,925,303,81,29,13,376,80,1019
79,28,4183,714,3469,85,3384,56,611,818,373,44,32,1,282,79,1088
79,29,5364,769,4595,138,4457,83,631,1410,411,97,36,12,562,112,1103
79,30,3301,449,2852,75,2777,62,496,870,219,50,17,12,296,68,687
79,31,8567,1557,7010,173,6837,123,1058,1782,633,116,48,17,656,184,2220
79,32,10268,1729,8539,195,8344,116,1277,2073,885,151,62,22,748,218,2792
79,33,12739,2647,10092,175,9917,280,858,2154,1308,118,61,15,1034,152,3937
80,1,12920,3042,9878,198,9680,106,2194,2454,1069,93,85,16,642,179,2842
80,2,10953,2534,8419,185,8234,99,1966,1873,925,95,74,12,524,171,2495
80,3,5064,723,4341,65,4276,41,1075,1229,375,53,27,16,355,99,1006
80,4,5876,780,5096,103,4993,39,1350,1326,447,57,38,6,338,120,1272
80,5,6117,885,5232,85,5147,70,1276,1348,498,97,41,16,412,110,1279
80,6,13268,2418,10850,201,10649,91,2596,2241,1271,169,90,19,874,201,3097
80,7,11661,3136,8525,147,8378,106,1856,1580,1129,87,58,24,552,145,2841
80,8,7644,1934,5710,104,5606,73,1315,962,745,75,51,10,346,81,1948
80,9,10952,2472,8480,146,8334,198,1644,1736,1094,83,59,23,637,135,2725
80,10,15796,3046,12750,187,12563,235,2240,2316,2047,161,86,22,938,203,4315
80,11,8453,1433,7020,164,6856,49,1669,1613,1100,97,70,14,350,153,1741
80,12,4174,561,3613,64,3549,32,961,943,264,46,40,5,245,62,951
80,13,15138,2107,13031,209,12822,217,2420,3641,1202,121,76,22,1369,260,3494
80,14,5005,671,4334,75,4259,36,1178,1019,434,56,31,7,292,87,1119
80,15,5317,827,4490,87,4403,46,1284,1133,324,58,51,7,288,100,1112
80,16,3302,491,2811,54,2757,18,804,734,270,36,29,6,179,83,598
80,17,7270,977,6293,118,6175,91,1539,1743,534,79,63,17,569,96,1444
80,18,16123,2819,13304,267,13037,165,3296,2733,1397,184,109,41,960,282,3870
80,19,4932,801,4131,76,4055,32,1096,1164,336,48,43,10,311,80,935
80,20,8339,1250,7089,113,6976,56,2027,1311,713,81,63,10,408,151,2156
80,21,9948,1977,7971,152,7819,72,2129,1742,766,110,86,18,577,166,2153
80,22,9732,1362,8370,200,8170,59,1832,1834,1093,132,100,22,436,167,2495
80,23,5997,813,5184,107,5077,44,1418,1239,491,54,39,15,344,121,1312
80,24,9239,1784,7455,119,7336,66,1995,1665,740,127,95,27,442,161,2018
80,25,4593,724,3869,72,3797,27,993,1020,357,45,43,14,285,89,924
80,26,8086,1234,6852,110,6742,70,1655,1877,560,78,50,17,577,142,1716
80,27,9237,1710,7527,150,7377,67,1955,1670,742,126,71,21,568,151,2006
80,28,9364,1566,7798,147,7651,89,2091,1851,775,92,75,18,520,173,1967
80,29,7497,1020,6477,148,6329,42,1539,1423,745,84,60,11,399,118,1908
80,30,6071,951,5120,83,5037,43,1397,1076,598,96,85,15,285,101,1341
80,31,6551,1002,5549,96,5453,52,1465,1535,452,59,51,8,296,134,1401
80,32,5003,740,4263,71,4192,29,1113,1040,372,54,53,7,280,92,1152
80,33,12370,2546,9824,176,9648,90,2397,2392,919,150,99,20,662,244,2675
80,34,13921,2253,11668,176,11492,114,3110,2448,1474,153,96,17,689,184,3207
80,35,5819,861,4958,76,4882,60,1190,1440,332,73,39,16,418,150,1164
80,36,5970,988,4982,73,4909,32,1601,1054,513,68,66,5,277,102,1191
80,37,6643,1133,5510,83,5427,62,1481,1175,497,86,62,9,335,137,1583
80,38,9727,1929,7798,131,7667,66,2076,1732,712,120,69,21,526,185,2160
80,39,9918,1797,8121,158,7963,67,2260,2534,573,79,60,24,517,153,1696
80,40,9125,1543,7582,147,7435,72,2006,1828,835,90,93,17,438,184,1872
80,41,10217,1303,8914,159,8755,136,2014,2420,765,104,41,17,789,180,2289
80,42,14863,3192,11671,177,11494,254,1582,2963,1352,120,93,29,1182,186,3733
80,43,10561,2137,8424,116,8308,223,784,3042,815,64,22,20,968,130,2240
80,44,11822,2621,9201,145,9056,245,1554,2238,1121,109,61,17,839,166,2706
80,45,9527,2753,6774,108,6666,101,1147,985,945,67,43,7,425,80,2866
80,46,9339,1449,7890,184,7706,49,1680,1358,1495,106,81,11,403,159,2364
81,1,2360,336,2024,37,1987,34,362,516,189,24,19,6,314,26,497
81,2,7468,1332,6136,137,5999,143,796,1579,718,64,23,13,560,73,2030
81,3,665,111,554,8,546,16,130,146,48,7,0,0,79,7,113
81,4,2903,418,2485,61,2424,48,531,645,219,40,25,11,323,40,542
81,5,3589,408,3181,72,3109,63,628,659,365,40,9,4,329,48,964
81,6,6922,1057,5865,116,5749,63,1040,720,1040,81,35,11,327,57,2375
81,7,3027,397,2630,69,2561,100,440,617,407,36,20,6,251,41,643
81,8,9288,1698,7590,138,7452,153,1423,1783,802,95,29,19,639,119,2390
81,9,3086,456,2630,52,2578,112,433,661,276,40,19,6,276,58,697
81,10,2002,233,1769,39,1730,64,317,386,250,16,11,3,183,27,473
81,11,7630,960,6670,142,6528,129,1357,1560,730,85,36,18,608,128,1877
81,12,17101,2866,14235,284,13951,328,2716,3339,1866,160,75,33,1279,216,3939
81,13,12316,2214,10102,232,9870,149,2204,2313,1103,119,54,22,645,114,3147
81,14,9968,1343,8625,191,8434,144,1913,1947,945,115,43,17,708,147,2455
81,15,3003,439,2564,87,2477,45,442,685,227,36,14,6,253,52,717
81,16,3816,403,3413,89,3324,86,682,883,343,51,15,4,392,57,811
81,17,19697,2788,16909,334,16575,464,2751,3956,2235,210,83,51,1481,290,5054
81,18,4465,607,3858,95,3763,88,708,861,560,55,18,10,356,82,1025
81,19,10831,1878,8953,194,8759,123,1996,2414,808,112,47,18,747,155,2339
81,20,2418,276,2142,37,2105,59,358,348,327,34,12,9,196,32,730
81,21,2146,237,1909,56,1853,38,286,488,208,22,11,3,235,31,531
81,22,1618,255,1363,41,1322,13,271,409,105,14,9,3,164,25,309
81,23,3395,444,2951,69,2882,49,471,515,395,41,9,6,273,41,1082
81,24,5919,731,5188,137,5051,122,1155,1081,607,67,37,12,548,75,1347
81,25,7145,950,6195,81,6114,243,1036,1274,894,93,47,9,539,111,1868
81,26,7362,825,6537,173,6364,151,1297,1500,691,86,34,12,740,128,1725
81,27,5289,615,4674,116,4558,78,1107,1383,413,56,24,14,436,79,968
81,28,5295,787,4508,121,4387,88,1042,962,505,63,36,18,381,77,1215
81,29,3622,417,3205,69,3136,88,535,706,412,52,14,8,286,69,966
81,30,2353,353,2000,35,1965,65,437,422,312,27,8,5,167,32,490
81,31,1993,296,1697,60,1637,46,250,337,189,42,12,4,248,35,474
81,32,2727,292,2435,63,2372,65,443,422,277,26,10,9,241,55,824
81,33,2833,411,2422,39,2383,40,434,600,231,30,6,9,231,48,754
81,34,1411,201,1210,27,1183,66,191,216,206,20,6,4,93,21,360
81,35,4814,563,4251,104,4147,73,946,939,491,64,26,9,402,90,1107
