Code du département,Code du canton,Inscrits,Abstentions,Votants,Blancs et nuls,Exprimés,JOLY,LE PEN,SARKOZY,MÉLENCHON,POUTOU,ARTHAUD,CHEMINADE,BAYROU,DUPONT-AIGNAN,HOLLANDE
26,35,13203,2543,10660,181,10479,249,2238,2780,1086,108,149,30,922,209,2708
26,36,8994,1831,7163,99,7064,170,1165,1611,859,53,25,24,636,119,2402
27,1,11661,1589,10072,155,9917,119,2296,2578,1069,113,65,29,886,233,2529
27,2,13479,2471,11008,205,10803,159,2758,2961,1122,160,89,32,721,255,2546
27,3,3931,710,3221,68,3153,58,780,1104,223,35,13,7,278,61,594
27,4,9649,1518,8131,156,7975,86,1991,2202,783,110,43,18,597,185,1960
27,5,6615,1146,5469,100,5369,109,1082,1539,492,80,31,14,494,121,1407
27,6,8879,1528,7351,139,7212,110,1686,2140,671,116,48,19,623,163,1636
27,7,10531,1591,8940,150,8790,129,1887,2188,1069,119,56,32,788,215,2307
27,8,6747,1110,5637,91,5546,87,1516,1662,406,104,36,11,397,136,1191
27,9,8513,1513,7000,96,6904,108,1606,1828,822,105,59,10,485,155,1726
27,10,5016,882,4134,75,4059,59,944,1418,318,49,27,11,344,82,807
27,11,12347,2004,10343,194,10149,162,2512,2737,932,175,69,38,757,200,2567
27,12,4055,648,3407,66,3341,48,796,1103,267,45,24,9,358,78,613
27,13,5841,982,4859,83,4776,75,1193,1607,385,52,20,20,426,112,886
27,14,10871,1939,8932,150,8782,147,2404,2615,784,120,60,31,674,195,1752
27,15,8133,1506,6627,133,6494,69,1980,1651,616,96,63,10,413,122,1474
27,16,18267,2964,15303,363,14940,348,2959,4186,1542,204,94,55,1480,302,3770
27,17,11034,2740,8294,140,8154,184,1447,1875,949,114,59,17,686,143,2680
27,18,13209,2322,10887,191,10696,121,2694,2501,1338,157,93,32,749,221,2790
27,19,7361,1535,5826,99,5727,96,1370,1177,721,74,39,27,414,112,1697
27,20,13790,2976,10814,206,10608,150,2668,2814,1373,135,84,23,753,230,2378
27,21,9942,2264,7678,150,7528,158,1529,1951,847,126,58,18,585,135,2121
27,22,3651,548,3103,61,3042,49,812,949,275,34,18,7,240,50,608
27,23,5834,900,4934,86,4848,74,1134,1151,692,71,38,17,372,117,1182
27,24,9094,1607,7487,104,7383,96,1866,2204,620,90,57,19,681,151,1599
27,25,8570,1588,6982,117,6865,99,1652,2086,627,98,46,21,595,167,1474
27,26,12243,2159,10084,169,9915,160,2216,3455,774,122,58,18,878,231,2003
27,27,13916,2862,11054,187,10867,179,2223,2661,1220,184,71,25,965,217,3122
27,28,10934,1665,9269,167,9102,128,1961,2043,1399,156,58,19,700,174,2464
27,29,4684,713,3971,62,3909,58,999,1062,418,69,27,7,320,100,849
27,30,11716,1682,10034,181,9853,162,2290,2655,1066,97,44,16,876,215,2432
27,31,5865,1170,4695,74,4621,49,1183,1407,370,65,29,10,368,109,1031
27,32,19131,3736,15395,289,15106,178,3970,4410,1375,194,112,37,1187,374,3269
27,33,3781,564,3217,70,3147,44,782,895,294,37,29,12,294,63,697
27,34,5510,912,4598,78,4520,60,1170,1516,360,72,18,10,413,93,808
27,35,8718,1780,6938,118,6820,110,1499,2237,568,81,34,20,630,133,1508
27,36,12052,2428,9624,166,9458,222,1762,2903,917,98,50,25,918,194,2369
27,37,13028,2869,10159,164,9995,223,1865,2778,1083,138,61,24,963,171,2689
27,38,13245,2516,10729,219,10510,237,1783,2967,1187,105,61,26,1093,176,2875
27,39,12166,2478,9688,151,9537,190,2028,2629,1036,159,56,31,773,202,2433
27,40,11982,2584,9398,140,9258,191,1509,2754,909,76,38,23,927,158,2673
27,41,7767,1442,6325,112,6213,95,1175,1642,706,70,43,10,560,131,1781
27,42,11076,1722,9354,180,9174,153,2373,2822,776,120,43,24,809,210,1844
27,43,12996,3407,9589,180,9409,205,1754,1847,1171,159,68,26,674,182,3323
28,1,14188,2324,11864,183,11681,230,2810,3673,1010,135,63,38,1055,271,2396
28,2,10939,1920,9019,127,8892,118,2083,2554,858,135,74,30,759,222,2059
28,3,4688,794,3894,73,3821,53,927,1450,247,50,35,14,345,91,609
28,4,8321,1210,7111,155,6956,94,1502,2055,621,84,61,20,630,155,1734
28,5,9748,1904,7844,121,7723,119,2027,2150,648,110,82,20,605,168,1794
28,6,7288,1324,5964,141,5823,54,1454,1968,369,71,50,16,550,134,1157
28,7,14059,2461,11598,182,11416,282,1839,3344,1140,132,59,35,1224,252,3109
28,9,15682,2907,12775,269,12506,163,2621,3520,1055,167,106,33,1168,297,3376
28,10,7473,1252,6221,121,6100,111,1557,1944,425,62,34,10,545,152,1260
28,11,7462,1243,6219,112,6107,79,1517,1829,446,80,52,22,630,181,1271
28,12,10215,1633,8582,162,8420,120,1856,2410,746,133,57,24,761,205,2108
28,13,12744,3123,9621,164,9457,170,1520,2558,1033,104,37,22,793,206,3014
28,14,1804,288,1516,27,1489,21,338,572,100,16,13,5,141,50,233
28,15,7834,1362,6472,129,6343,89,1515,1792,601,94,49,15,555,140,1493
28,16,6693,1148,5545,101,5444,64,1391,1802,367,76,44,15,455,127,1103
28,17,7433,1304,6129,102,6027,72,1508,1844,482,75,46,16,459,136,1389
28,18,22695,4102,18593,341,18252,357,3463,5052,1807,228,104,66,1910,439,4826
28,19,12440,2197,10243,175,10068,199,1979,3305,910,106,57,21,971,217,2303
28,20,10605,1775,8830,201,8629,103,1617,2785,697,103,63,19,798,215,2229
28,21,3995,528,3467,62,3405,32,806,1251,243,35,26,4,287,82,639
28,22,4412,811,3601,54,3547,48,915,1144,265,46,31,5,287,72,734
28,23,4349,674,3675,64,3611,50,916,1153,300,45,26,5,306,58,752
28,24,6857,1046,5811,107,5704,75,1389,1706,457,78,47,16,478,143,1315
28,25,15701,3588,12113,232,11881,179,2138,3220,1235,153,73,38,1081,256,3508
28,26,22424,4282,18142,306,17836,402,2521,6069,1520,180,78,40,2069,335,4622
28,27,8767,2259,6508,104,6404,98,1288,1538,683,79,52,12,483,124,2047
28,28,12838,3002,9836,192,9644,120,1748,2174,1088,98,55,17,684,178,3482
28,29,12336,3097,9239,184,9055,95,1880,2126,896,108,58,18,801,183,2890
28,30,13794,3031,10763,189,10574,191,1942,2603,981,116,55,26,1012,218,3430
29,1,4523,503,4020,77,3943,132,600,885,509,61,14,13,459,85,1185
29,2,8051,1192,6859,148,6711,208,1019,1334,811,133,59,18,667,127,2335
29,3,12990,2005,10985,173,10812,298,1282,2550,1178,132,47,35,1188,204,3898
29,4,8975,2226,6749,158,6591,250,907,1302,874,80,39,11,597,105,2426
29,5,11269,2319,8950,135,8815,410,713,2547,1028,92,34,32,935,121,2903
29,6,7924,1023,6901,131,6770,201,910,1405,696,149,73,19,926,142,2249
29,7,12032,1861,10171,167,10004,272,1310,2042,1301,213,87,30,858,159,3732
29,8,14225,1967,12258,182,12076,319,1674,2980,1399,219,86,46,1503,288,3562
29,9,10206,1673,8533,108,8425,192,1288,1895,993,149,77,22,990,151,2668
29,10,22680,4553,18127,288,17839,566,2427,4645,2077,239,121,56,1689,276,5743
29,11,14121,2345,11776,202,11574,286,1779,3368,1190,206,70,43,1179,258,3195
29,12,21612,2778,18834,277,18557,725,1766,4472,2221,278,79,57,2212,299,6448
29,13,19046,3543,15503,258,15245,603,1742,3660,2128,257,103,34,1633,294,4791
29,14,5408,802,4606,62,4544,137,617,912,607,69,41,14,505,108,1534
29,15,22758,2982,19776,339,19437,541,2377,6086,1795,216,98,59,2354,383,5528
29,16,4139,668,3471,40,3431,129,374,525,717,68,18,6,283,50,1261
29,17,19930,2788,17142,259,16883,529,1683,3856,1722,236,91,50,2174,270,6272
29,18,13230,1932,11298,177,11121,191,1468,2892,979,166,70,32,1565,262,3496
29,19,10284,1427,8857,116,8741,276,838,1805,1321,108,63,27,820,121,3362
29,20,14123,2094,12029,181,11848,364,1524,3480,1156,158,88,25,1351,205,3497
29,21,18008,2554,15454,246,15208,338,1882,4475,1386,198,100,37,1969,252,4571
29,22,18427,3141,15286,210,15076,474,1331,3020,2188,179,62,29,1443,202,6148
29,23,926,181,745,6,739,27,82,174,104,18,14,4,70,7,239
29,24,15098,1613,13485,231,13254,277,1781,3513,1248,186,84,36,1769,299,4061
29,25,6649,1022,5627,101,5526,181,813,1354,641,96,38,16,667,97,1623
29,26,15430,2011,13419,238,13181,421,1589,2720,1528,224,82,42,1822,307,4446
29,27,14103,1758,12345,182,12163,313,1687,3597,1075,145,77,36,1532,221,3480
29,28,3553,441,3112,47,3065,86,341,726,342,59,23,11,351,56,1070
29,29,7109,1107,6002,86,5916,111,741,2062,459,91,30,8,772,114,1528
29,30,8472,1107,7365,109,7256,134,829,1327,1079,96,56,13,663,101,2958
29,31,7720,1093,6627,141,6486,129,821,2131,547,86,39,21,842,132,1738
29,32,14307,2412,11895,216,11679,396,1885,3069,1361,176,80,32,1121,219,3340
29,33,13996,2428,11568,166,11402,307,1580,2892,1206,170,63,23,1214,215,3732
29,34,15436,2371,13065,224,12841,464,1416,3227,1583,200,76,48,1370,246,4211
29,35,18654,3030,15624,287,15337,600,1287,3738,1890,215,74,35,1847,243,5408
29,36,17555,3025,14530,298,14232,458,1785,3103,1872,262,100,28,1405,251,4968
29,37,10943,1604,9339,207,9132,264,1260,1773,1304,153,74,22,926,156,3200
29,38,15770,2566,13204,233,12971,324,1355,3956,1288,188,55,38,1452,242,4073
29,39,25667,3487,22180,307,21873,597,2471,6041,2151,287,107,48,2858,407,6906
29,40,5900,805,5095,67,5028,158,578,1012,663,57,41,13,523,82,1901
29,41,6351,923,5428,97,5331,183,796,1020,747,109,46,20,542,108,1760
29,42,3355,470,2885,41,2844,129,413,628,348,56,17,4,315,46,888
29,43,8657,1159,7498,105,7393,187,706,2283,656,80,27,26,887,135,2406
29,44,14070,2042,12028,235,11793,279,1322,2708,1187,141,42,27,1386,165,4536
29,45,7977,1967,6010,126,5884,107,942,1037,785,90,45,18,431,88,2341
29,46,11681,1920,9761,166,9595,183,1128,2373,995,123,47,22,1053,152,3519
29,47,9328,2157,7171,143,7028,218,831,1325,955,107,35,23,752,101,2681
29,48,20134,2870,17264,305,16959,484,1695,3497,1973,310,103,49,2006,307,6535
29,49,15843,2508,13335,265,13070,364,1654,3288,1736,212,79,39,1316,242,4140
29,50,9585,2439,7146,147,6999,202,810,1358,928,113,49,14,591,84,2850
29,51,18766,2570,16196,221,15975,404,1500,3895,1768,179,70,41,1912,272,5934
29,52,16368,2643,13725,222,13503,502,1441,3017,1546,217,81,34,1536,224,4905
29,53,14080,2958,11122,217,10905,435,1033,2453,1450,120,41,24,1174,160,4015
29,54,9327,2113,7214,153,7061,171,1018,1561,814,101,32,21,716,103,2524
30,1,16810,2551,14259,234,14025,215,3930,4510,1396,117,72,29,761,176,2819
30,2,15504,2811,12693,213,12480,171,2887,2279,2486,116,61,25,748,150,3557
30,3,18924,3755,15169,278,14891,256,3365,3141,2683,138,77,29,917,187,4098
30,4,1040,151,889,22,867,42,147,161,158,12,8,2,71,11,255
30,5,9420,1348,8072,148,7924,259,1896,1907,1217,102,35,25,516,122,1845
30,6,11935,1874,10061,165,9896,164,3006,2378,1263,110,49,28,643,159,2096
30,7,25845,4864,20981,344,20637,271,5510,5039,2275,198,116,54,1520,349,5305
30,8,3274,413,2861,60,2801,68,559,670,507,33,20,1,237,44,662
30,9,20053,3504,16549,294,16255,232,5511,3719,1731,142,80,34,990,231,3585
30,10,4363,902,3461,74,3387,81,858,605,613,51,23,11,161,42,942
30,11,3390,533,2857,53,2804,139,526,467,696,52,13,8,177,35,691
30,12,7980,1559,6421,109,6312,90,1499,971,1498,49,28,14,310,77,1776
30,13,2632,366,2266,33,2233,158,311,388,544,29,14,10,128,29,622
30,14,5394,748,4646,87,4559,103,1265,987,761,55,22,3,323,67,973
30,15,3640,540,3100,49,3051,75,647,725,409,39,21,8,252,43,832
30,16,22946,3863,19083,338,18745,287,6014,4842,1883,183,86,35,1284,266,3865
30,17,21164,3867,17297,247,17050,501,3012,5560,2055,142,40,31,1479,195,4035
30,18,18487,3788,14699,179,14520,395,3077,3730,2142,131,36,41,1051,182,3735
30,19,14892,3363,11529,178,11351,188,2758,2424,1524,87,44,31,666,178,3451
30,20,14740,2271,12469,271,12198,219,3468,2775,1459,165,81,36,946,221,2828
30,21,4920,683,4237,55,4182,148,1031,875,679,48,23,11,277,64,1026
30,22,7273,969,6304,119,6185,153,1678,1594,728,70,33,14,444,113,1358
30,23,16895,2532,14363,252,14111,265,3816,3453,1844,159,80,43,1004,229,3218
30,24,11227,1957,9270,147,9123,178,2458,1670,1823,117,59,36,526,153,2103
30,25,1112,178,934,19,915,38,172,137,168,19,8,5,67,13,288
30,26,10911,1516,9395,175,9220,212,2734,2079,1179,105,54,13,672,121,2051
30,27,11633,2167,9466,142,9324,117,3172,2456,828,76,39,21,475,121,2019
30,28,3923,634,3289,63,3226,136,785,642,559,57,20,10,226,47,744
30,29,2875,473,2402,45,2357,89,357,511,456,27,12,3,170,31,701
30,30,12204,1575,10629,150,10479,236,2712,2614,1377,97,46,21,773,143,2460
30,31,2968,439,2529,38,2491,103,575,466,427,29,7,10,154,23,697
30,32,20944,2961,17983,290,17693,478,4120,4659,2181,161,82,39,1427,286,4260
30,33,2476,352,2124,40,2084,105,403,350,399,36,11,4,155,32,589
30,34,1101,175,926,12,914,12,206,226,113,14,8,2,99,11,223
30,35,15757,2790,12967,220,12747,379,2584,3515,1714,155,46,26,996,187,3145
30,36,1796,310,1486,19,1467,68,273,307,226,25,8,3,120,23,414
30,37,15083,2380,12703,189,12514,184,3953,3012,1430,103,59,37,727,190,2819
30,38,6876,906,5970,134,5836,156,1515,1404,768,76,34,14,459,89,1321
30,39,6880,1181,5699,134,5565,228,1074,1046,1056,88,27,15,352,69,1610
30,40,26824,4175,22649,353,22296,525,4904,7403,2017,191,74,41,1973,325,4843
30,41,21495,3786,17709,299,17410,284,4356,4568,2320,164,87,41,1243,301,4046
30,42,10329,2226,8103,105,7998,224,1634,2309,1051,75,16,10,545,99,2035
30,43,10117,2065,8052,138,7914,137,1818,2280,970,67,22,12,548,91,1969
30,44,9418,2798,6620,112,6508,94,1164,1184,1019,54,39,4,333,54,2563
30,45,17823,2816,15007,237,14770,164,4374,4339,1350,107,44,27,989,247,3129
30,46,17845,2875,14970,259,14711,228,4532,3550,1749,144,82,31,959,261,3175
31,1,4710,726,3984,68,3916,157,666,737,567,56,24,5,267,52,1385
31,2,3447,575,2872,61,2811,73,476,485,375,46,26,6,241,30,1053
31,3,14729,2134,12595,262,12333,271,2509,2670,1717,162,67,35,1015,234,3653
31,4,5358,1018,4340,113,4227,98,561,1176,488,44,19,19,392,57,1373
31,5,5562,973,4589,86,4503,100,836,867,620,53,15,14,350,70,1578
31,6,4106,628,3478,83,3395,71,630,711,399,42,12,4,301,53,1172
31,7,3807,493,3314,61,3253,81,711,653,356,43,11,6,318,79,995
31,8,5505,565,4940,102,4838,176,859,991,681,72,22,14,412,76,1535
31,9,12404,1727,10677,209,10468,227,2313,2184,1421,137,62,24,681,176,3243
31,10,30047,3613,26434,433,26001,890,2773,6613,3278,266,63,58,2993,353,8714
31,11,9320,1550,7770,144,7626,155,1656,1505,1066,107,36,14,574,133,2380
31,12,4451,579,3872,72,3800,101,848,742,550,62,7,15,269,54,1152
31,13,4694,618,4076,71,4005,81,857,747,529,57,16,7,369,74,1268
31,14,30263,3868,26395,468,25927,500,5334,6101,3255,303,108,68,2367,436,7455
31,15,23241,2931,20310,358,19952,472,3815,4592,2449,243,89,60,1959,348,5925
31,16,3809,530,3279,108,3171,69,601,655,349,42,16,11,268,65,1095
31,17,7328,701,6627,117,6510,219,963,1610,745,53,19,17,744,138,2002
31,18,34432,4723,29709,474,29235,853,4393,6388,3614,312,138,86,3178,520,9753
31,19,13662,1667,11995,207,11788,267,2052,3098,1337,121,63,20,1116,227,3487
31,20,3470,515,2955,56,2899,116,512,476,463,56,18,9,249,45,955
31,21,19534,2133,17401,300,17101,559,2272,3618,2228,209,60,46,1868,250,5991
31,22,6583,1227,5356,106,5250,57,1097,1012,710,59,23,3,381,88,1820
31,23,35587,5288,30299,526,29773,661,6055,6611,3616,344,123,70,2774,539,8980
31,24,5521,657,4864,72,4792,130,786,1018,651,71,25,17,453,81,1560
31,25,10288,1584,8704,201,8503,219,1609,2039,1020,130,50,27,736,160,2513
31,26,7162,947,6215,111,6104,179,1447,1257,780,85,40,14,534,109,1659
31,27,4042,588,3454,64,3390,96,732,665,528,52,16,14,243,56,988
31,28,3553,612,2941,48,2893,46,499,572,485,36,21,4,196,41,993
31,29,16476,3083,13393,272,13121,208,2659,3011,1455,141,50,28,1092,206,4271
31,30,21603,2792,18811,329,18482,403,3551,3769,2352,211,96,44,1838,359,5859
31,31,3032,452,2580,61,2519,61,556,379,380,44,24,9,180,36,850
31,32,7147,1258,5889,141,5748,131,1141,1099,777,72,25,10,493,98,1902
31,33,17298,3751,13547,147,13400,758,952,4071,1948,108,30,30,1235,144,4124
31,34,16245,3352,12893,139,12754,677,847,4117,1795,129,29,37,1315,138,3670
31,35,24512,5374,19138,268,18870,929,1901,3534,3435,236,72,50,1687,205,6821
31,36,20767,4446,16321,231,16090,760,1478,3506,2621,162,52,29,1539,204,5739
31,37,5496,577,4919,88,4831,131,788,1266,677,60,19,12,440,88,1350
31,38,10088,1169,8919,188,8731,224,1503,1778,1070,110,44,19,718,174,3091
31,39,7206,1168,6038,128,5910,102,1363,1432,685,72,38,17,449,112,1640
31,40,15209,3528,11681,100,11581,697,728,3104,1978,101,30,26,1051,111,3755
31,41,13165,3053,10112,143,9969,499,1031,2029,1839,107,38,25,859,131,3411
31,42,18804,4392,14412,199,14213,575,1690,3043,2323,162,48,31,1169,188,4984
31,43,37852,5474,32378,465,31913,997,3674,9787,3319,259,90,61,3555,471,9700
31,44,29309,5664,23645,348,23297,962,2455,5878,3072,218,85,71,2366,327,7863
31,45,18173,4406,13767,192,13575,632,1356,2520,2295,142,53,36,1246,173,5122
31,46,16183,4448,11735,159,11576,340,1417,2180,2053,119,55,22,726,120,4544
31,47,24255,5983,18272,298,17974,545,2177,3548,2917,166,62,43,1475,215,6826
31,48,29989,5366,24623,472,24151,728,3601,4663,3335,254,121,62,2198,339,8850
31,49,38121,6455,31666,506,31160,697,5561,7004,4168,348,134,71,2579,474,10124
31,50,45774,7430,38344,594,37750,1028,5439,9217,4776,370,143,90,3640,580,12467
31,51,25479,3657,21822,359,21463,632,3215,4668,2733,268,93,60,2242,343,7209
31,52,29134,3818,25316,444,24872,520,4770,5353,3045,273,121,48,2037,376,8329
31,53,37103,5416,31687,508,31179,909,4446,7658,3473,277,98,85,3271,445,10517
32,1,2199,290,1909,48,1861,29,247,476,215,24,8,7,209,41,605
32,2,5481,846,4635,96,4539,109,651,1025,580,51,15,13,376,59,1660
32,3,7379,1194,6185,131,6054,156,826,1349,795,74,35,11,556,71,2181
32,4,3748,552,3196,88,3108,55,535,784,329,52,18,8,312,56,959
32,5,2701,328,2373,46,2327,74,411,510,288,32,8,5,246,60,693
32,6,7732,1210,6522,132,6390,123,1130,1785,671,69,24,19,560,115,1894
32,7,4735,785,3950,92,3858,56,700,1151,358,40,23,7,353,84,1086
32,8,8140,1259,6881,164,6717,109,1201,1620,760,90,39,15,577,111,2195
32,9,5611,797,4814,106,4708,127,815,1204,509,69,27,9,486,92,1370
32,10,10135,1426,8709,172,8537,239,1460,2047,978,102,45,30,898,150,2588
32,11,2915,303,2612,55,2557,65,416,545,345,21,7,4,306,51,797
32,12,4858,724,4134,79,4055,100,623,1096,489,40,18,8,393,84,1204
32,13,4447,570,3877,101,3776,87,660,908,427,53,25,9,371,71,1165
32,14,2702,419,2283,56,2227,58,303,416,331,22,17,7,259,49,765
32,15,3558,514,3044,87,2957,61,412,713,401,28,20,8,337,53,924
32,16,3498,455,3043,66,2977,80,478,722,422,48,12,4,296,69,846
32,17,3781,573,3208,61,3147,55,500,674,397,27,20,12,330,57,1075
32,18,1631,197,1434,31,1403,21,276,397,186,18,10,2,134,36,323
32,19,5999,815,5184,121,5063,125,851,1115,588,74,24,16,554,92,1624
32,20,2344,359,1985,37,1948,47,300,510,253,20,11,8,226,44,529
32,21,3902,499,3403,83,3320,58,613,879,350,21,24,8,337,57,973
32,22,6398,911,5487,141,5346,77,827,1288,631,74,25,12,539,106,1767
32,23,3311,495,2816,54,2762,60,463,588,347,40,20,5,258,43,938
32,24,5478,697,4781,107,4674,66,658,1119,503,60,23,9,618,94,1524
32,25,2191,245,1946,36,1910,47,279,516,245,23,10,6,185,30,569
32,26,3902,440,3462,57,3405,79,507,785,464,36,22,8,350,64,1090
32,27,2465,321,2144,48,2096,93,358,471,304,26,16,4,197,39,588
32,28,3649,464,3185,81,3104,50,510,766,410,37,20,5,267,41,998
32,29,4704,578,4126,96,4030,96,663,1106,391,54,20,11,386,93,1210
32,30,7213,1055,6158,121,6037,156,756,1380,827,74,30,12,588,71,2143
32,31,6991,1087,5904,131,5773,157,761,1188,764,87,30,16,499,108,2163
33,1,10328,2049,8279,92,8187,188,908,4089,482,62,19,15,760,118,1546
33,2,48203,7907,40296,703,39593,852,6574,11963,4106,670,165,89,3911,741,10522
33,3,4316,485,3831,79,3752,85,665,936,498,62,29,7,322,64,1084
33,4,6981,985,5996,120,5876,112,945,1398,730,108,30,25,581,84,1863
33,5,11939,1801,10138,208,9930,216,1840,2344,1225,207,43,25,958,190,2882
33,6,39669,6096,33573,550,33023,699,5118,7391,3831,789,147,60,3383,551,11054
33,7,10560,1850,8710,190,8520,111,1748,2024,989,149,59,32,723,178,2507
33,8,15376,3419,11957,196,11761,403,1316,2290,1808,198,53,28,1016,152,4497
33,9,15776,3419,12357,144,12213,410,1014,3708,1277,186,31,23,1321,141,4102
33,10,21589,4305,17284,194,17090,804,1105,6059,1672,173,44,27,2122,198,4886
33,11,18704,4059,14645,183,14462,689,1041,3755,1885,196,36,37,1673,150,5000
33,12,13116,2822,10294,139,10155,570,586,2273,1627,135,33,24,1076,84,3747
33,13,14867,3433,11434,176,11258,553,976,1973,2018,194,44,25,1004,120,4351
33,14,8728,1773,6955,92,6863,257,761,1263,1062,102,31,20,587,75,2705
33,15,9737,1545,8192,150,8042,166,1800,1696,990,164,40,19,694,158,2315
33,16,10784,1552,9232,188,9044,197,1868,2151,1094,149,48,22,759,145,2611
33,17,9358,1339,8019,131,7888,191,1359,1739,1111,141,59,26,725,139,2398
33,18,1659,217,1442,37,1405,26,223,286,169,24,6,5,114,20,532
33,19,27638,4918,22720,370,22350,332,4140,4742,2716,387,126,58,1945,361,7543
33,20,24961,3803,21158,383,20775,408,4003,4872,2386,466,105,41,2063,393,6038
33,21,7417,1321,6096,112,5984,96,1589,1721,518,66,30,15,460,100,1389
33,22,16705,3112,13593,253,13340,182,3372,2890,1372,232,82,35,915,209,4051
33,23,32830,4625,28205,447,27758,706,4177,6807,3458,411,125,84,2904,508,8578
33,24,11534,1596,9938,187,9751,167,2061,2302,1062,166,59,13,889,197,2835
33,25,2323,326,1997,53,1944,32,379,536,284,27,16,5,158,25,482
33,26,11579,1986,9593,218,9375,156,2343,2117,926,181,62,18,765,164,2643
33,27,28608,4161,24447,410,24037,564,3437,5719,2926,419,93,56,2514,370,7939
33,28,12954,1899,11055,235,10820,215,1779,2343,1314,185,79,25,1008,211,3661
33,29,13419,2587,10832,173,10659,152,2802,2797,1016,179,55,22,773,153,2710
33,30,28533,5313,23220,404,22816,449,4259,5997,2371,373,112,60,1988,365,6842
33,31,5795,862,4933,84,4849,75,1084,1478,421,72,31,3,430,75,1180
33,32,3379,558,2821,60,2761,68,497,682,319,58,17,8,256,50,806
33,33,8509,1722,6787,118,6669,91,1849,1631,595,124,40,5,438,85,1811
33,34,2025,346,1679,47,1632,33,427,401,142,33,19,2,145,27,403
33,35,19256,3685,15571,244,15327,509,1572,3174,2039,253,55,37,1670,233,5785
33,36,13834,2143,11691,227,11464,219,2146,2457,1456,203,67,18,1135,216,3547
33,37,5784,881,4903,89,4814,81,1189,1196,475,62,33,11,371,64,1332
33,38,9587,1788,7799,210,7589,187,1587,1812,920,153,57,22,594,127,2130
33,39,15314,2529,12785,234,12551,201,2587,2451,1617,261,66,37,1112,216,4003
33,40,9293,1617,7676,172,7504,81,1919,1821,782,123,47,27,560,145,1999
33,41,8653,1512,7141,131,7010,140,1540,1878,702,101,29,17,520,129,1954
33,42,7631,1209,6422,87,6335,110,1355,1551,692,117,30,13,552,107,1808
33,43,6834,1074,5760,92,5668,109,1013,1214,935,89,37,13,517,83,1658
33,44,14905,2497,12408,219,12189,163,3286,2614,1370,258,93,35,943,238,3189
33,45,3609,562,3047,61,2986,86,590,596,397,72,24,5,221,73,922
33,46,8239,1432,6807,102,6705,110,1519,1903,703,103,27,9,458,98,1775
33,47,5042,796,4246,86,4160,71,899,1061,489,67,19,12,340,60,1142
33,48,5203,820,4383,57,4326,88,937,1010,520,86,21,5,375,91,1193
33,49,39283,6843,32440,623,31817,648,5197,10798,2952,478,118,82,3115,651,7778
33,50,3673,500,3173,41,3132,88,499,666,451,55,19,9,248,49,1048
33,51,24404,4599,19805,327,19478,510,2339,4504,2279,291,70,32,2144,285,7024
33,52,17002,3519,13483,222,13261,476,1610,1917,2710,207,54,25,990,167,5105
33,53,28021,5029,22992,295,22697,575,1958,9224,1606,209,51,41,2820,298,5915
33,54,26752,4592,22160,359,21801,575,2473,6914,2142,321,60,46,2405,340,6525
33,55,23576,4706,18870,319,18551,320,2904,3482,2290,299,81,36,1539,295,7305
33,56,21872,3863,18009,254,17755,729,1552,3810,2309,273,66,39,2166,221,6590
33,57,20437,3521,16916,302,16614,383,2051,3384,2399,299,73,49,1590,242,6144
33,58,16702,3824,12878,214,12664,252,1943,2396,1701,209,53,29,1058,191,4832
33,59,33383,4667,28716,491,28225,825,3047,6569,3353,398,113,68,3311,441,10100
33,60,18715,3946,14769,222,14547,218,2722,2213,2141,296,62,21,868,172,5834
33,61,30817,5253,25564,381,25183,704,3203,6142,2884,383,85,69,2676,421,8616
33,62,19981,3589,16392,290,16102,428,1805,3659,1815,290,67,34,1783,243,5978
33,63,39962,5530,34432,563,33869,799,4324,8607,3636,582,126,95,3816,585,11299
34,1,35350,6811,28539,482,28057,440,8015,8396,2807,253,100,47,1430,360,6209
34,2,7367,1143,6224,118,6106,232,1408,1248,1089,83,26,25,421,87,1487
34,3,7578,1641,5937,100,5837,135,1165,1077,1236,92,41,19,346,67,1659
34,4,12109,3027,9082,138,8944,181,2046,2830,937,76,27,20,533,113,2181
34,5,24347,4143,20204,301,19903,273,5569,5621,2124,172,81,30,1193,244,4596
34,6,14564,2358,12206,195,12011,194,3479,2666,1586,123,63,25,711,169,2995
34,7,35436,4678,30758,558,30200,817,5958,8312,3387,272,110,73,2638,469,8164
34,8,1107,139,968,28,940,33,126,275,153,14,6,2,43,20,268
34,9,3373,466,2907,37,2870,113,538,615,443,33,16,9,213,56,834
34,10,15929,2722,13207,193,13014,295,3115,2709,1901,168,69,22,901,193,3641
34,11,7129,1135,5994,112,5882,73,1636,1459,752,76,25,13,340,75,1433
34,12,36576,6492,30084,585,29499,520,8532,6940,4216,280,114,65,1596,454,6782
34,13,8182,1349,6833,130,6703,161,1672,1495,1088,81,29,18,439,107,1613
34,14,19304,3037,16267,280,15987,459,3611,3429,2652,204,72,35,1135,216,4174
34,15,9658,1863,7795,163,7632,266,1717,1687,1144,110,36,23,462,109,2078
34,16,3376,552,2824,60,2764,102,550,547,504,40,19,10,193,39,760
34,17,33685,5748,27937,521,27416,515,7350,6915,3182,289,141,64,1746,388,6826
34,18,25585,3312,22273,358,21915,753,3519,5869,2743,220,75,59,2113,392,6172
34,19,28837,4592,24245,412,23833,507,5530,7841,2291,214,62,56,1772,351,5209
